name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sampleof
olibochu;Oli-Boo-Chu;1981;Irem + GDI;NO;-;YES;-;-;
mpatrol;Moon Patrol;1982;Irem;NO;-;YES;-;-;
mpatrolw;Moon Patrol (Williams);1982;Irem (Williams license);YES;mpatrol;NO;mpatrol;-;
troangel;Tropical Angel;1983;Irem;NO;-;YES;-;-;
yard;10 Yard Fight (Japan);1983;Irem;NO;-;YES;-;-;
vsyard;10 Yard Fight (Vs. version World, 11-05-84);1984;Irem;YES;yard;NO;yard;-;
vsyard2;10 Yard Fight (Vs. version Japan, set 2);1984;Irem;YES;yard;NO;yard;-;
travrusa;Traverse USA - Zippy Race;1983;Irem;NO;-;YES;-;-;
motorace;MotoRace USA;1983;Irem (Williams license);YES;travrusa;NO;travrusa;-;
shtrider;Shot Rider;1984;Seibu Kaihatsu (Sigma license);NO;-;YES;-;-;
wilytowr;Wily Tower;1984;Irem;NO;-;YES;-;-;
atomboy;Atomic Boy;1985;Irem (Memetron license);YES;wilytowr;NO;wilytowr;-;
kungfum;Kung-Fu Master;1984;Irem;NO;-;YES;-;-;
kungfud;Kung-Fu Master (Data East);1984;Irem (Data East license);YES;kungfum;NO;kungfum;-;
spartanx;Spartan X (Japan);1984;Irem;YES;kungfum;NO;kungfum;-;
kungfub;Kung-Fu Master (bootleg set 1);1984;bootleg;YES;kungfum;NO;kungfum;-;
kungfub2;Kung-Fu Master (bootleg set 2);1984;bootleg;YES;kungfum;NO;kungfum;-;
battroad;The Battle-Road;1984;Irem;NO;-;YES;-;-;
ldrun;Lode Runner (set 1);1984;Irem (licensed from Broderbund);NO;-;YES;-;-;
ldruna;Lode Runner (set 2);1984;Irem (licensed from Broderbund);YES;ldrun;NO;ldrun;-;
ldrun2;Lode Runner II - The Bungeling Strikes Back;1984;Irem (licensed from Broderbund);NO;-;YES;-;-;
ldrun3;Lode Runner III - The Golden Labyrinth;1985;Irem (licensed from Broderbund);NO;-;YES;-;-;
ldrun3jp;Lode Runner III - Majin No Fukkatsu;1985;Irem (licensed from Broderbund);YES;ldrun3;NO;ldrun3;-;
ldrun4;Lode Runner IV - Teikoku Karano Dasshutsu;1986;Irem (licensed from Broderbund);NO;-;YES;-;-;
lotlot;Lot Lot;1985;Irem (licensed from Tokuma Shoten);NO;-;YES;-;-;
kidniki;Kid Niki - Radical Ninja (US);1986;Irem (Data East USA license);NO;-;YES;-;tr606drumkit;
yanchamr;Kaiketsu Yanchamaru (Japan);1986;Irem;YES;kidniki;NO;kidniki;tr606drumkit;
spelunkr;Spelunker;1985;Irem (licensed from Broderbund);NO;-;YES;-;tr606drumkit;
spelnkrj;Spelunker (Japan);1985;Irem (licensed from Broderbund);YES;spelunkr;NO;spelunkr;tr606drumkit;
spelunk2;Spelunker II;1986;Irem (licensed from Broderbund);NO;-;YES;-;tr606drumkit;
horizon;Horizon;1985;Irem;NO;-;YES;-;tr606drumkit;
youjyudn;Youjyuden (Japan);1986;Irem;NO;-;YES;-;-;
vigilant;Vigilante (World);1988;Irem;NO;-;YES;-;-;
vigilntu;Vigilante (US);1988;Irem (Data East USA license);YES;vigilant;NO;vigilant;-;
vigilntj;Vigilante (Japan);1988;Irem;YES;vigilant;NO;vigilant;-;
kikcubic;Meikyu Jima (Japan);1988;Irem;NO;-;YES;-;-;
rtype;R-Type (Japan);1987;Irem;NO;-;YES;-;-;
rtypepj;R-Type (Japan prototype);1987;Irem;YES;rtype;NO;rtype;-;
rtypeu;R-Type (US);1987;Irem (Nintendo of America license);YES;rtype;NO;rtype;-;
bchopper;Battle Chopper;1987;Irem;NO;-;YES;-;-;
mrheli;Mr. HELI no Dai-Bouken;1987;Irem;YES;bchopper;NO;bchopper;-;
nspirit;Ninja Spirit;1988;Irem;NO;-;YES;-;-;
nspiritj;Saigo no Nindou (Japan);1988;Irem;YES;nspirit;NO;nspirit;-;
imgfight;Image Fight (Japan);1988;Irem;NO;-;YES;-;-;
loht;Legend of Hero Tonma;1989;Irem;NO;-;YES;-;-;
xmultipl;X Multiply (Japan);1989;Irem;NO;-;YES;-;-;
dbreed;Dragon Breed;1989;Irem;NO;-;YES;-;-;
rtype2;R-Type II;1989;Irem;NO;-;YES;-;-;
rtype2j;R-Type II (Japan);1989;Irem;YES;rtype2;NO;rtype2;-;
majtitle;Major Title (Japan);1990;Irem;NO;-;YES;-;-;
hharry;Hammerin' Harry (World);1990;Irem;NO;-;YES;-;-;
hharryu;Hammerin' Harry (US);1990;Irem America;YES;hharry;NO;hharry;-;
dkgensan;Daiku no Gensan (Japan);1990;Irem;YES;hharry;NO;hharry;-;
dkgenm72;Daiku no Gensan (Japan, M72);1990;Irem;YES;hharry;NO;hharry;-;
poundfor;Pound for Pound (World);1990;Irem;NO;-;YES;-;-;
poundfou;Pound for Pound (US);1990;Irem America;YES;poundfor;NO;poundfor;-;
airduel;Air Duel (Japan);1990;Irem;NO;-;YES;-;-;
cosmccop;Cosmic Cop (World);1991;Irem;NO;-;YES;-;-;
gallop;Gallop - Armed police Unit (Japan);1991;Irem;YES;cosmccop;NO;cosmccop;-;
kengo;Ken-Go;1991;Irem;NO;-;YES;-;-;
sichuan2;Sichuan II (hack[Q]) (set 1);1989;Tamtex;NO;-;YES;-;-;
sichuana;Sichuan II (hack[Q]) (set 2);1989;Tamtex;YES;sichuan2;NO;sichuan2;-;
shisen;Shisensho - Joshiryo-Hen (Japan);1989;Tamtex;YES;sichuan2;NO;sichuan2;-;
matchit;Match It;1989;Tamtex;YES;sichuan2;NO;sichuan2;-;
hasamu;Hasamu (Japan);1991;Irem;NO;-;YES;-;-;
dynablst;Dynablaster (World);1992;Irem (licensed from Hudson Soft);NO;-;YES;-;-;
dynablsb;Dynablaster (bootleg);1992;bootleg;YES;dynablst;NO;dynablst;-;
dicegame;Dice - The Dice Game!;1991;bootleg (Tuning);NO;-;YES;-;-;
bombrman;Bomberman (Japan);1992;Irem (licensed from Hudson Soft);YES;dynablst;NO;dynablst;-;
bbmanw;Bomber Man World (World);1991;Irem;NO;-;YES;-;-;
bbmanwj;Bomber Man World (Japan);1991;Irem;YES;bbmanw;NO;bbmanw;-;
atompunk;New Atomic Punk - Global Quest (US);1992;Irem America;YES;bbmanw;NO;bbmanw;-;
quizf1;Quiz F-1 1,2finish;1992;Irem;NO;-;YES;-;-;
riskchal;Risky Challenge;1993;Irem;NO;-;YES;-;-;
gussun;Gussun Oyoyo (Japan);1993;Irem;YES;riskchal;NO;riskchal;-;
matchit2;Match It II;1993;Tamtex;NO;-;YES;-;-;
shisen2;Shisensho II;1993;Tamtex;YES;matchit2;NO;matchit2;-;
gunforce;Gunforce - Battle Fire Engulfed Terror Island (World);1991;Irem;NO;-;YES;-;-;
gunforcu;Gunforce - Battle Fire Engulfed Terror Island (US);1991;Irem America;YES;gunforce;NO;gunforce;-;
gunforcj;Gunforce - Battle Fire Engulfed Terror Island (Japan);1991;Irem;YES;gunforce;NO;gunforce;-;
bmaster;Blade Master (World);1991;Irem;NO;-;YES;-;-;
lethalth;Lethal Thunder (World);1991;Irem;NO;-;YES;-;-;
thndblst;Thunder Blaster (Japan);1991;Irem;YES;lethalth;NO;lethalth;-;
uccops;Undercover Cops (World);1992;Irem;NO;-;YES;-;-;
uccopsar;Undercover Cops (Alpha Renewal Version);1992;Irem;YES;uccops;NO;uccops;-;
uccopsj;Undercover Cops (Japan);1992;Irem;YES;uccops;NO;uccops;-;
mysticri;Mystic Riders (World);1992;Irem;NO;-;YES;-;-;
gunhohki;Gun Hohki (Japan);1992;Irem;YES;mysticri;NO;mysticri;-;
majtitl2;Major Title 2 (World);1992;Irem;NO;-;YES;-;-;
skingame;The Irem Skins Game (US set 1);1992;Irem America;YES;majtitl2;NO;majtitl2;-;
skingam2;The Irem Skins Game (US set 2);1992;Irem America;YES;majtitl2;NO;majtitl2;-;
hook;Hook (World);1992;Irem;NO;-;YES;-;-;
hooku;Hook (US);1992;Irem America;YES;hook;NO;hook;-;
hookj;Hook (Japan);1992;Irem;YES;hook;NO;hook;-;
rtypeleo;R-Type Leo (World rev. C);1992;Irem;NO;-;YES;-;-;
rtypelej;R-Type Leo (Japan rev. D);1992;Irem;YES;rtypeleo;NO;rtypeleo;-;
inthunt;In The Hunt (World);1993;Irem;NO;-;YES;-;-;
inthuntu;In The Hunt (US);1993;Irem America;YES;inthunt;NO;inthunt;-;
kaiteids;Kaitei Daisensou (Japan);1993;Irem;YES;inthunt;NO;inthunt;-;
nbbatman;Ninja Baseball Batman (US);1993;Irem America;NO;-;YES;-;-;
leaguemn;Yakyuu Kakutou League-Man (Japan);1993;Irem;YES;nbbatman;NO;nbbatman;-;
ssoldier;Superior Soldiers (US);1993;Irem America;NO;-;YES;-;-;
psoldier;Perfect Soldiers (Japan);1993;Irem;YES;ssoldier;NO;ssoldier;-;
dsccr94j;Dream Soccer '94 (Japan);1994;Irem;YES;dsoccr94;NO;dsoccr94;-;
gunforc2;Gunforce 2 (US);1994;Irem;NO;-;YES;-;-;
geostorm;Geostorm (Japan);1994;Irem;YES;gunforc2;NO;gunforc2;-;
firebarr;Fire Barrel (Japan);1993;Irem;NO;-;YES;-;-;
dsoccr94;Dream Soccer '94;1994;Irem (Data East Corporation license);NO;-;YES;-;-;
wpksoc;World PK Soccer;1995;Jaleco;NO;-;YES;-;-;
reactor;Reactor;1982;Gottlieb;NO;-;YES;-;-;
mplanets;Mad Planets;1983;Gottlieb;NO;-;YES;-;-;
mplanuk;Mad Planets (UK);1983;Gottlieb (Taitel license);YES;mplanets;NO;mplanets;-;
qbert;Q*bert (US set 1);1982;Gottlieb;NO;-;YES;-;-;
qbertjp;Q*bert (Japan);1982;Gottlieb (Konami license);YES;qbert;NO;qbert;qbert;
myqbert;Mello Yello Q*bert;1982;Gottlieb;YES;qbert;NO;qbert;qbert;
qberttst;Q*bert (early test version);1982;Gottlieb;YES;qbert;NO;qbert;qbert;
insector;Insector (prototype);1982;Gottlieb;NO;-;YES;-;-;
tylz;Tylz (prototype);1982;Mylstar;NO;-;YES;-;-;
argusg;Argus (Gottlieb, prototype);1984;Gottlieb;NO;-;YES;-;-;
krull;Krull;1983;Gottlieb;NO;-;YES;-;-;
kngtmare;Knightmare (prototype);1983;Gottlieb;NO;-;YES;-;-;
sqbert;Faster, Harder, More Challenging Q*bert (prototype);1983;Mylstar;NO;-;YES;-;qbert;
mach3;M.A.C.H. 3;1983;Mylstar;NO;-;YES;-;-;
usvsthem;Us vs. Them;1984;Mylstar;NO;-;YES;-;-;
3stooges;The Three Stooges In Brides Is Brides;1984;Mylstar;NO;-;YES;-;-;
qbertqub;Q*bert's Qubes;1983;Mylstar;NO;-;YES;-;qbert;
screwloo;Screw Loose (prototype);1983;Mylstar;NO;-;YES;-;-;
curvebal;Curve Ball;1984;Mylstar;NO;-;YES;-;-;
wizwarz;Wiz Warz (prototype);1984;Mylstar;NO;-;YES;-;-;
qix;Qix (set 1);1981;Taito America Corporation;NO;-;YES;-;-;
qixa;Qix (set 2);1981;Taito America Corporation;YES;qix;NO;qix;-;
qixb;Qix (set 3);1981;Taito America Corporation;YES;qix;NO;qix;-;
qix2;Qix II (Tournament);1981;Taito America Corporation;YES;qix;NO;qix;-;
sdungeon;Space Dungeon;1981;Taito America Corporation;NO;-;YES;-;-;
elecyoyo;The Electric Yo-Yo (set 1);1982;Taito America Corporation;NO;-;YES;-;-;
elecyoy2;The Electric Yo-Yo (set 2);1982;Taito America Corporation;YES;elecyoyo;NO;elecyoyo;-;
kram;Kram (set 1);1982;Taito America Corporation;NO;-;YES;-;-;
kram2;Kram (set 2);1982;Taito America Corporation;YES;kram;NO;kram;-;
kram3;Kram (encrypted);1982;Taito America Corporation;YES;kram;NO;kram;-;
zookeep;Zoo Keeper (set 1);1982;Taito America Corporation;NO;-;YES;-;-;
zookeep2;Zoo Keeper (set 2);1982;Taito America Corporation;YES;zookeep;NO;zookeep;-;
zookeep3;Zoo Keeper (set 3);1982;Taito America Corporation;YES;zookeep;NO;zookeep;-;
slither;Slither (set 1);1982;Century II;NO;-;YES;-;-;
slithera;Slither (set 2);1982;Century II;YES;slither;NO;slither;-;
complexx;Complex X;1984;Taito America Corporation;NO;-;YES;-;-;
spaceskr;Space Seeker;1981;Taito Corporation;NO;-;YES;-;-;
spacecr;Space Cruiser;1981;Taito Corporation;NO;-;YES;-;-;
junglek;Jungle King (Japan);1982;Taito Corporation;NO;-;YES;-;-;
junglkj2;Jungle King (Japan, earlier);1982;Taito Corporation;YES;junglek;NO;junglek;-;
jungleh;Jungle Hunt (US);1982;Taito America Corporation;YES;junglek;NO;junglek;-;
junglhbr;Jungle Hunt (Brazil);1983;Taito do Brasil;YES;junglek;NO;junglek;-;
piratpet;Pirate Pete;1982;Taito America Corporation;YES;junglek;NO;junglek;-;
alpine;Alpine Ski (set 1);1982;Taito Corporation;NO;-;YES;-;-;
alpinea;Alpine Ski (set 2);1982;Taito Corporation;YES;alpine;NO;alpine;-;
timetunl;Time Tunnel;1982;Taito Corporation;NO;-;YES;-;-;
wwestern;Wild Western (set 1);1982;Taito Corporation;NO;-;YES;-;-;
wwester1;Wild Western (set 2);1982;Taito Corporation;YES;wwestern;NO;wwestern;-;
frontlin;Front Line;1982;Taito Corporation;NO;-;YES;-;-;
elevator;Elevator Action;1983;Taito Corporation;NO;-;YES;-;-;
elevatob;Elevator Action (bootleg);1983;bootleg;YES;elevator;NO;elevator;-;
tinstar;The Tin Star;1983;Taito Corporation;NO;-;YES;-;-;
waterski;Water Ski;1983;Taito Corporation;NO;-;YES;-;-;
bioatack;Bio Attack;1983;Taito Corporation (Fox Video Games license);NO;-;YES;-;-;
hwrace;High Way Race;1983;Taito Corporation;NO;-;YES;-;-;
sfposeid;Sea Fighter Poseidon;1984;Taito Corporation;NO;-;YES;-;-;
kikstart;Kick Start Wheelie King;1984;Taito Corporation;NO;-;YES;-;-;
crbaloon;Crazy Balloon (set 1);1980;Taito Corporation;NO;-;YES;-;-;
crbalon2;Crazy Balloon (set 2);1980;Taito Corporation;YES;crbaloon;NO;crbaloon;-;
sbowling;Strike Bowling;1982;Taito Corporation;NO;-;YES;-;-;
grchamp;Grand Champion;1981;Taito;NO;-;YES;-;-;
marinedt;Marine Date;1981;Taito;NO;-;YES;-;-;
fspiderb;Frog & Spiders (bootleg?);1981;Taito Corporation;NO;-;YES;-;-;
jollyjgr;Jolly Jogger;1982;Taito Corporation;NO;-;YES;-;-;
bking;Birdie King;1982;Taito Corporation;NO;-;YES;-;-;
bking2;Birdie King 2;1983;Taito Corporation;NO;-;YES;-;-;
bking3;Birdie King 3;1984;Taito Corporation;NO;-;YES;-;-;
chaknpop;Chack'n Pop;1983;Taito Corporation;NO;-;YES;-;-;
josvolly;Joshi Volleyball;1983;Taito Corporation;NO;-;YES;-;-;
gsword;Great Swordsman;1984;Taito Corporation;NO;-;YES;-;-;
pitnrun;Pit and Run;1984;Taito Corporation;NO;-;YES;-;-;
lkage;The Legend of Kage;1984;Taito Corporation;NO;-;YES;-;-;
lkageb;The Legend of Kage (bootleg set 1);1984;bootleg;YES;lkage;NO;lkage;-;
lkageb2;The Legend of Kage (bootleg set 2);1984;bootleg;YES;lkage;NO;lkage;-;
lkageb3;The Legend of Kage (bootleg set 3);1984;bootleg;YES;lkage;NO;lkage;-;
msisaac;Metal Soldier Isaac II;1985;Taito Corporation;NO;-;YES;-;-;
retofinv;Return of the Invaders;1985;Taito Corporation;NO;-;YES;-;-;
retofin1;Return of the Invaders (bootleg set 1);1985;bootleg;YES;retofinv;NO;retofinv;-;
retofin2;Return of the Invaders (bootleg set 2);1985;bootleg;YES;retofinv;NO;retofinv;-;
fightrol;Fighting Roller;1983;[Kaneko] (Taito license);NO;-;YES;-;-;
rollace;Roller Aces (set 1);1983;[Kaneko] (Williams license);YES;fightrol;NO;fightrol;-;
rollace2;Roller Aces (set 2);1983;[Kaneko] (Williams license);YES;fightrol;NO;fightrol;-;
vsgongf;VS Gong Fight;1984;Kaneko;NO;-;YES;-;-;
ringfgt;Ring Fighter (set 1);1984;Taito;YES;vsgongf;NO;vsgongf;-;
ringfgt2;Ring Fighter (set 2);1984;Taito;YES;vsgongf;NO;vsgongf;-;
fieldday;Field Day;1984;Taito Corporation;NO;-;YES;-;-;
undoukai;The Undoukai (Japan);1984;Taito Corporation;YES;fieldday;NO;fieldday;-;
40love;Forty-Love;1984;Taito Corporation;NO;-;YES;-;-;
tsamurai;Samurai Nihon-ichi (set 1);1985;Taito;NO;-;YES;-;-;
tsamura2;Samurai Nihon-ichi (set 2);1985;Taito;YES;tsamurai;NO;tsamurai;-;
nunchaku;Nunchackun;1985;Taito;NO;-;YES;-;-;
yamagchi;Go Go Mr. Yamaguchi - Yuke Yuke Yamaguchi-kun;1985;Taito;NO;-;YES;-;-;
m660;Mission 660 (US);1986;[Woodplace Inc.] Taito America Corporation;NO;-;YES;-;-;
m660j;Mission 660 (Japan);1986;[Woodplace Inc.] Taito Corporation;YES;m660;NO;m660;-;
m660b;Mission 660 (bootleg);1986;bootleg;YES;m660;NO;m660;-;
alphaxz;The Alphax Z (Japan);1986;Ed / Woodplace Inc.;YES;m660;NO;m660;-;
buggychl;Buggy Challenge;1984;Taito Corporation;NO;-;YES;-;-;
buggycht;Buggy Challenge (Tecfri);1984;Taito Corporation (Tecfri license);YES;buggychl;NO;buggychl;-;
ssrj;Super Speed Race Junior (Japan);1985;Taito Corporation;NO;-;YES;-;-;
bigevglf;Big Event Golf;1986;Taito America Corporation;NO;-;YES;-;-;
flstory;The FairyLand Story;1985;Taito;NO;-;YES;-;-;
flstoryj;The FairyLand Story (Japan);1985;Taito;YES;flstory;NO;flstory;-;
onna34ro;Onna Sansirou - Typhoon Gal;1985;Taito;NO;-;YES;-;-;
onna34ra;Onna Sansirou - Typhoon Gal (bootleg);1985;Taito;YES;onna34ro;NO;onna34ro;-;
rumba;Rumba Lumber;1984;Taito;NO;-;YES;-;-;
gladiatr;Gladiator (US);1986;Taito America Corporation;NO;-;YES;-;-;
ogonsiro;Ohgon no Siro (Japan);1986;Taito Corporation;YES;gladiatr;NO;gladiatr;-;
nycaptor;N.Y. Captor;1985;Taito;NO;-;YES;-;-;
cyclshtg;Cycle Shooting;1986;Taito;NO;-;YES;-;-;
bronx;Bronx;1986;bootleg;YES;cyclshtg;NO;cyclshtg;-;
benberob;Ben Bero Beh (Japan);1984;Taito;NO;-;YES;-;-;
halleys;Halley's Comet (US);1986;Taito America Corporation (Coin-It license);NO;-;YES;-;-;
halleysc;Halley's Comet (Japan set 1);1986;Taito Corporation;YES;halleys;NO;halleys;-;
halleycj;Halley's Comet (Japan set 2);1986;Taito Corporation;YES;halleys;NO;halleys;-;
lsasquad;Land Sea Air Squad - Riku Kai Kuu Saizensen;1986;Taito;NO;-;YES;-;-;
storming;Storming Party - Riku Kai Kuu Saizensen;1986;Taito;YES;lsasquad;NO;lsasquad;-;
daikaiju;Daikaiju no Gyakushu;1986;Taito;NO;-;YES;-;-;
tokio;Tokio / Scramble Formation (US);1986;Taito America Corporation (Romstar license);NO;-;YES;-;-;
tokiob;Tokio / Scramble Formation (bootleg);1986;bootleg;YES;tokio;NO;tokio;-;
bublbobl;Bubble Bobble;1986;Taito Corporation;NO;-;YES;-;-;
bublbob1;Bubble Bobble (older);1986;Taito Corporation;YES;bublbobl;NO;bublbobl;-;
bublbobr;Bubble Bobble (US with mode select);1986;Taito America Corporation (Romstar license);YES;bublbobl;NO;bublbobl;-;
bubbobr1;Bubble Bobble (US);1986;Taito America Corporation (Romstar license);YES;bublbobl;NO;bublbobl;-;
bublboblp;Bubble Bobble (prototype on Tokio hardware);1986;Taito Corporation;YES;bublbobl;NO;bublbobl;-;
boblbobl;Bobble Bobble;1986;bootleg;YES;bublbobl;NO;bublbobl;-;
sboblbob;Super Bobble Bobble;1986;bootleg;YES;bublbobl;NO;bublbobl;-;
bublboblu;Bubble Bobble (Ultra Version)(USA);2012;hack;YES;bublbobl;NO;bublbobl;-;
bublcave;Bubble Bobble: Lost Cave V1.2;2013;hack (Bisboch and Aladar);YES;bublbobl;NO;bublbobl;-;
missb2;Miss Bubble 2;1996;Alpha Co;YES;bublbobl;NO;bublbobl;-;
kikikai;KiKi KaiKai;1986;Taito Corporation;NO;-;YES;-;-;
kicknrun;Kick and Run;1986;Taito Corporation;NO;-;YES;-;-;
mexico86;Mexico 86;1986;bootleg;YES;kicknrun;NO;kicknrun;-;
darius;Darius (World);1986;Taito Corporation Japan;NO;-;YES;-;-;
dariusj;Darius (Japan);1986;Taito Corporation;YES;darius;NO;darius;-;
dariuso;Darius (Japan old version);1986;Taito Corporation;YES;darius;NO;darius;-;
dariuse;Darius (Extra) (Japan);1986;Taito Corporation;YES;darius;NO;darius;-;
rastan;Rastan (World);1987;Taito Corporation Japan;NO;-;YES;-;-;
rastanu;Rastan (US set 1);1987;Taito America Corporation;YES;rastan;NO;rastan;-;
rastanu2;Rastan (US set 2);1987;Taito America Corporation;YES;rastan;NO;rastan;-;
rastsaga;Rastan Saga (Japan);1987;Taito Corporation;YES;rastan;NO;rastan;-;
topspeed;Top Speed (World);1987;Taito Corporation Japan;NO;-;YES;-;-;
topspedu;Top Speed (US);1987;Taito America Corporation (Romstar license);YES;topspeed;NO;topspeed;-;
fullthrl;Full Throttle (Japan);1987;Taito Corporation;YES;topspeed;NO;topspeed;-;
opwolf;Operation Wolf (US);1987;Taito America Corporation;NO;-;YES;-;-;
opwolfb;Operation Bear;1987;bootleg;YES;opwolf;NO;opwolf;-;
othunder;Operation Thunderbolt (World);1988;Taito Corporation Japan;NO;-;YES;-;-;
othundu;Operation Thunderbolt (US);1988;Taito America Corporation;YES;othunder;NO;othunder;-;
rainbow;Rainbow Islands (new version);1987;Taito Corporation;NO;-;YES;-;-;
rainbowo;Rainbow Islands (old version);1987;Taito Corporation;YES;rainbow;NO;rainbow;-;
rainbowe;Rainbow Islands (Extra);1988;Taito Corporation;YES;rainbow;NO;rainbow;-;
jumping;Jumping;1989;bootleg;YES;rainbow;NO;rainbow;-;
arkanoid;Arkanoid (World);1986;Taito Corporation Japan;NO;-;YES;-;-;
arknoidu;Arkanoid (US);1986;Taito America Corporation (Romstar license);YES;arkanoid;NO;arkanoid;-;
arknoiuo;Arkanoid (US, older);1986;Taito America Corporation (Romstar license);YES;arkanoid;NO;arkanoid;-;
arknoidj;Arkanoid (Japan, newer w/level select);1986;Taito Corporation;YES;arkanoid;NO;arkanoid;-;
arkbl2;Arkanoid (Japanese bootleg Set 2);1986;bootleg;YES;arkanoid;NO;arkanoid;-;
arkbl3;Arkanoid (Japanese bootleg Set 3);1986;bootleg;YES;arkanoid;NO;arkanoid;-;
paddle2;Paddle 2;1988;bootleg;YES;arkanoid;NO;arkanoid;-;
arkatayt;Arkanoid (Tayto bootleg, Japanese);1986;bootleg;YES;arkanoid;NO;arkanoid;-;
arkblock;Block (bootleg, Japanese);1986;bootleg;YES;arkanoid;NO;arkanoid;-;
arkbloc2;Block (Game Corporation bootleg);1986;bootleg;YES;arkanoid;NO;arkanoid;-;
arkangc;Arkanoid (Game Corporation bootleg);1986;bootleg;YES;arkanoid;NO;arkanoid;-;
arkatour;Tournament Arkanoid (US);1987;Taito America Corporation (Romstar license);YES;arkanoid;NO;arkanoid;-;
superqix;Super Qix;1987;Taito;NO;-;YES;-;-;
sqixbl;Super Qix (bootleg);1987;bootleg;YES;superqix;NO;superqix;-;
perestro;Perestroika Girls;1993;Promat / Fuuki;NO;-;YES;-;-;
pbillian;Prebillian;1986;Taito;NO;-;YES;-;-;
hotsmash;Hot Smash;1987;Taito;NO;-;YES;-;-;
exzisus;Exzisus (Japan);1987;Taito Corporation;NO;-;YES;-;-;
minivadr;Minivader;1990;Taito Corporation;NO;-;YES;-;-;
volfied;Volfied (World);1989;Taito Corporation Japan;NO;-;YES;-;-;
volfiedu;Volfied (US);1989;Taito America Corporation;YES;volfied;NO;volfied;-;
volfiedj;Volfied (Japan);1989;Taito Corporation;YES;volfied;NO;volfied;-;
bonzeadv;Bonze Adventure (World);1988;Taito Corporation Japan;NO;-;YES;-;-;
bonzeadu;Bonze Adventure (US);1988;Taito America Corporation;YES;bonzeadv;NO;bonzeadv;-;
jigkmgri;Jigoku Meguri (Japan);1988;Taito Corporation;YES;bonzeadv;NO;bonzeadv;-;
asuka;Asuka and Asuka (Japan);1988;Taito Corporation;NO;-;YES;-;-;
mofflott;Maze of Flott (Japan);1989;Taito Corporation;NO;-;YES;-;-;
cadash;Cadash (World);1989;Taito Corporation Japan;NO;-;YES;-;-;
cadashj;Cadash (Japan);1989;Taito Corporation;YES;cadash;NO;cadash;-;
cadashu;Cadash (US);1989;Taito America Corporation;YES;cadash;NO;cadash;-;
cadashi;Cadash (Italy);1989;Taito Corporation Japan;YES;cadash;NO;cadash;-;
cadashf;Cadash (France);1989;Taito Corporation Japan;YES;cadash;NO;cadash;-;
galmedes;Galmedes (Japan);1992;Visco;NO;-;YES;-;-;
earthjkr;U.N. Defense Force - Earth Joker (Japan);1993;Visco;NO;-;YES;-;-;
eto;Kokontouzai Eto Monogatari (Japan);1994;Visco;NO;-;YES;-;-;
wgp;World Grand Prix (US);1989;Taito America Corporation;NO;-;YES;-;-;
wgpj;World Grand Prix (Japan);1989;Taito Corporation;YES;wgp;NO;wgp;-;
wgpjoy;World Grand Prix (joystick version set 1) (Japan);1989;Taito Corporation;YES;wgp;NO;wgp;-;
wgpjoya;World Grand Prix (joystick version set 2) (Japan);1989;Taito Corporation;YES;wgp;NO;wgp;-;
wgp2;World Grand Prix 2 (Japan);1990;Taito Corporation;YES;wgp;NO;wgp;-;
slapshot;Slap Shot (Japan);1994;Taito Corporation;NO;-;YES;-;-;
opwolf3;Operation Wolf 3 (World);1994;Taito Corporation Japan;NO;-;YES;-;-;
opwolf3u;Operation Wolf 3 (US);1994;Taito America Corporation;YES;opwolf3;NO;opwolf3;-;
scessjoe;Success Joe (World);1990;WAVE / Taito Corporation;NO;-;YES;-;-;
ashnojoe;Ashita no Joe (Japan);1990;WAVE / Taito Corporation;YES;scessjoe;NO;scessjoe;-;
ninjaw;The Ninja Warriors (World);1987;Taito Corporation Japan;NO;-;YES;-;-;
ninjawj;The Ninja Warriors (Japan);1987;Taito Corporation;YES;ninjaw;NO;ninjaw;-;
darius2;Darius II (Japan);1989;Taito Corporation;NO;-;YES;-;-;
darius2d;Darius II (dual screen) (Japan);1989;Taito Corporation;YES;darius2;NO;darius2;-;
drius2do;Darius II (dual screen) (Japan old version);1989;Taito Corporation;YES;darius2;NO;darius2;-;
warriorb;Warrior Blade - Rastan Saga Episode III (Japan);1991;Taito Corporation;NO;-;YES;-;-;
superman;Superman;1988;Taito Corporation;NO;-;YES;-;-;
twinhawk;Twin Hawk (World);1989;Taito Corporation Japan;NO;-;YES;-;-;
twinhwku;Twin Hawk (US);1989;Taito America Corporation;YES;twinhawk;NO;twinhawk;-;
daisenpu;Daisenpu (Japan);1989;Taito Corporation;YES;twinhawk;NO;twinhawk;-;
gigandes;Gigandes;1989;East Technology;NO;-;YES;-;-;
kyustrkr;Last Striker - Kyuukyoku no Striker;1989;East Technology;NO;-;YES;-;-;
ballbros;Balloon Brothers;1992;East Technology;NO;-;YES;-;-;
plumppop;Plump Pop (Japan);1987;Taito Corporation;NO;-;YES;-;-;
