name;cloneof;description;is_clone;is_parent;manufacturer;romof;sampleof;year
cyberbt;cyberbal;Tournament Cyberball 2072 (rev 2);NO;YES;Atari Games;cyberbal;-;1989;
cyberbt1;cyberbal;Tournament Cyberball 2072 (rev 1);NO;YES;Atari Games;cyberbal;-;1989;
klax2;klax;Klax (set 2);NO;YES;Atari Games;klax;-;1989;
klax3;klax;Klax (set 3);NO;YES;Atari Games;klax;-;1989;
klaxj;klax;Klax (Japan);NO;YES;Atari Games;klax;-;1989;
klaxd;klax;Klax (Germany);NO;YES;Atari Games;klax;-;1989;
klaxp1;klax;Klax (prototype set 1);NO;YES;Atari Games;klax;-;1989;
klaxp2;klax;Klax (prototype set 2);NO;YES;Atari Games;klax;-;1989;
cyberb2p;cyberbal;Cyberball 2072 (2 player, rev 4);NO;YES;Atari Games;cyberbal;-;1989;
cyberb23;cyberbal;Cyberball 2072 (2 player, rev 3);NO;YES;Atari Games;cyberbal;-;1989;
cyberb22;cyberbal;Cyberball 2072 (2 player, rev 2);NO;YES;Atari Games;cyberbal;-;1989;
cyberb21;cyberbal;Cyberball 2072 (2 player, rev 1);NO;YES;Atari Games;cyberbal;-;1989;
hydrap2;hydra;Hydra (prototype 5-25-90);NO;YES;Atari Games;hydra;-;1990;
pitfigh3;pitfight;Pit Fighter (rev 3);NO;YES;Atari Games;pitfight;-;1990;
pitfighj;pitfight;Pit Fighter (Japan, 2 players);NO;YES;Atari Games;pitfight;-;1990;
pitfighb;pitfight;Pit Fighter (bootleg);NO;YES;Atari Games;pitfight;-;1990;
ramprt2p;rampart;Rampart (Joystick);NO;YES;Atari Games;rampart;-;1990;
roadriot;-;Road Riot 4WD;YES;NO;Atari Games;-;-;1991;
offtwall;-;Off the Wall (2-3-player upright);YES;NO;Atari Games;-;-;1991;
offtwalc;offtwall;Off the Wall (2-player cocktail);NO;YES;Atari Games;offtwall;-;1991;
guardian;-;Guardians of the Hood;YES;NO;Atari Games;-;-;1992;
dangerex;-;Danger Express (prototype);YES;NO;Atari Games;-;-;1992;
motofren;-;Moto Frenzy;YES;NO;Atari Games;-;-;1992;
spclords;-;Space Lords;YES;NO;Atari Games;-;-;1992;
spclorda;spclords;Space Lords (alternate);NO;YES;Atari Games;spclords;-;1992;
rrreveng;-;Road Riot's Revenge (prototype);YES;NO;Atari Games;-;-;1994;
rrrevenp;rrreveng;Road Riot's Revenge (prototype alt);NO;YES;Atari Games;rrreveng;-;1994;
beathead;-;BeatHead (prototype);YES;NO;Atari Games;-;-;1993;
tmek;-;T-MEK;YES;NO;Atari Games;-;-;1994;
tmekprot;tmek;T-MEK (prototype);NO;YES;Atari Games;tmek;-;1994;
primrage;-;Primal Rage (version 2.3);YES;NO;Atari Games;-;-;1994;
primraga;primrage;Primal Rage (version 2.0);NO;YES;Atari Games;primrage;-;1994;
area51;-;Area 51;YES;NO;Atari Games;-;-;1995;
area51mx;-;Area 51 - Maximum Force Duo v2.0;YES;NO;Atari Games;-;-;1998;
a51mxr3k;area51mx;Area 51 - Maximum Force Duo (R3000);NO;YES;Atari Games;area51mx;-;1998;
maxforce;-;Maximum Force v1.05;YES;NO;Atari Games;-;-;1996;
maxf_102;maxforce;Maximum Force v1.02;NO;YES;Atari Games;maxforce;-;1996;
vcircle;-;Vicious Circle (prototype);YES;NO;Atari Games;-;-;1996;
vangrdce;vanguard;Vanguard (Centuri);NO;YES;SNK (Centuri license);vanguard;vanguard;1981;
fantasy;-;Fantasy (US);YES;NO;[SNK] (Rock-ola license);-;-;1981;
pinbos;pinbo;Pinbo (Strike);NO;YES;bootleg?;pinbo;-;1984;
fitegol2;fitegolf;Fighting Golf (US);NO;YES;SNK;fitegolf;-;1988;
dogosokj;victroad;Dogou Souken (joystick hack bootleg);NO;YES;bootleg;victroad;-;1986;
bermudao;bermudat;Bermuda Triangle (Japan old version);NO;YES;SNK;bermudat;-;1987;
bermudaa;bermudat;Bermuda Triangle (US older version);NO;YES;SNK;bermudat;-;1987;
ftsoccer;-;Fighting Soccer;YES;NO;SNK;-;-;1988;
ikari3nr;ikari3;Ikari III - The Rescue (World, 8-Way Joystick);NO;YES;SNK;ikari3;-;1989;
sercharu;searchar;SAR - Search And Rescue (US);NO;YES;SNK;searchar;-;1989;
streets1;streetsm;Street Smart (US version 1);NO;YES;SNK;streetsm;-;1989;
streetsw;streetsm;Street Smart (World version 1);NO;YES;SNK;streetsm;-;1989;
streetsj;streetsm;Street Smart (Japan version 1);NO;YES;SNK;streetsm;-;1989;
prehislu;prehisle;Prehistoric Isle in 1930 (US);NO;YES;SNK of America;prehisle;-;1989;
shougi;-;Shougi;YES;NO;Alpha Denshi;-;-;198?;
shougi2;shougi;Shougi 2;NO;YES;Alpha Denshi;shougi;-;198?;
champbas;-;Champion Baseball;YES;NO;Sega;-;-;1983;
champbbj;champbas;Champion Baseball (Japan set 1);NO;YES;Alpha Denshi Co.;champbas;-;1983;
champbja;champbas;Champion Baseball (Japan set 2);NO;YES;Alpha Denshi Co.;champbas;-;1983;
champbb2;-;Champion Baseball II;YES;NO;Sega;-;-;1983;
exctsccr;-;Exciting Soccer;YES;NO;Alpha Denshi Co.;-;-;1983;
exctscca;exctsccr;Exciting Soccer (alternate music);NO;YES;Alpha Denshi Co.;exctsccr;-;1983;
exctsccb;exctsccr;Exciting Soccer (bootleg);NO;YES;bootleg;exctsccr;-;1983;
exctscc2;exctsccr;Exciting Soccer II;NO;YES;Alpha Denshi Co.;exctsccr;-;1984;
equites;-;Equites;YES;NO;Alpha Denshi Co.;-;-;1984;
equitess;equites;Equites (Sega);NO;YES;Alpha Denshi Co. (Sega license);equites;-;1984;
bullfgtr;-;Bull Fighter;YES;NO;Alpha Denshi Co. (Sega license);-;-;1984;
kouyakyu;-;The Koukouyakyuh;YES;NO;Alpha Denshi Co.;-;-;1985;
splndrbt;-;Splendor Blast;YES;NO;Alpha Denshi Co.;-;-;1985;
hvoltage;-;High Voltage;YES;NO;Alpha Denshi Co.;-;-;1985;
timesol1;timesold;Time Soldiers (US Rev 1);NO;YES;[Alpha Denshi Co.] (SNK/Romstar license);timesold;-;1987;
goldmedb;goldmedl;Gold Medalist (bootleg);NO;YES;bootleg;goldmedl;-;1988;
skyadvnu;skyadvnt;Sky Adventure (US);NO;YES;Alpha Denshi Co. (SNK of America license);skyadvnt;-;1989;
skyadvnj;skyadvnt;Sky Adventure (Japan);NO;YES;Alpha Denshi Co.;skyadvnt;-;1989;
gangwarb;gangwars;Gang Wars (bootleg);NO;YES;bootleg;gangwars;-;1989;
tnexspce;-;The Next Space;YES;NO;SNK;-;-;1989;
myststno;mystston;Mysterious Stones - Dr. Kick in Adventure;NO;YES;Technos;mystston;-;1984;
kuniokub;renegade;Nekketsu Kouha Kunio-kun (Japan bootleg);NO;YES;bootleg;renegade;-;1986;
solarwar;xsleena;Solar-Warrior;NO;YES;[Technos] Taito (Memetron license);xsleena;-;1986;
battlan2;battlane;Battle Lane! Vol. 5 (set 2);NO;YES;Technos (Taito license);battlane;-;1986;
battlan3;battlane;Battle Lane! Vol. 5 (set 3);NO;YES;Technos (Taito license);battlane;-;1986;
saiyugb1;chinagat;Sai Yu Gou Ma Roku (Japan bootleg 1);NO;YES;bootleg;chinagat;-;1988;
saiyugb2;chinagat;Sai Yu Gou Ma Roku (Japan bootleg 2);NO;YES;bootleg;chinagat;-;1988;
ddragn2u;ddragon2;Double Dragon II - The Revenge (US);NO;YES;Technos;ddragon2;-;1988;
toffy;-;Toffy;YES;NO;Midas;-;-;1993;
stoffy;-;Super Toffy;YES;NO;Midas (Unico license);-;-;1994;
ddungeon;-;Dangerous Dungeons;YES;NO;East Coast Coin Company (Melbourne);-;-;1992;
tstrike;-;Thunder Strike;YES;NO;East Coast Coin Company (Melbourne);-;-;1991;
blckout2;blockout;Block Out (set 2);NO;YES;Technos + California Dreams;blockout;-;1989;
blckoutj;blockout;Block Out (Japan);NO;YES;Technos + California Dreams;blockout;-;1989;
ddrago3b;ddragon3;Double Dragon 3 - The Rosetta Stone (bootleg);NO;YES;bootleg;ddragon3;-;1990;
wwfwfsta;wwfwfest;WWF WrestleFest (US Tecmo);NO;YES;Technos Japan (Tecmo license);wwfwfest;-;1991;
wwfwfstj;wwfwfest;WWF WrestleFest (Japan);NO;YES;Technos Japan;wwfwfest;-;1991;
berzerk1;berzerk;Berzerk (set 2);NO;YES;Stern;berzerk;berzerk;1980;
mazerbla;-;Mazer Blazer;YES;NO;Stern;-;-;1983;
greatgun;-;Great Guns;YES;NO;Stern;-;-;1983;
supdrapo;-;Super Draw Poker;YES;NO;Stern;-;-;1983;
toratora;-;Tora Tora;YES;NO;GamePlan;-;-;1980;
megatack;-;MegaTack;YES;NO;GamePlan (Centuri license);-;-;1980;
killcom;-;Killer Comet;YES;NO;GamePlan (Centuri license);-;-;1980;
challeng;-;Challenger;YES;NO;GamePlan (Centuri license);-;-;1981;
kaos;-;Kaos;YES;NO;GamePlan;-;-;1981;
sia2650;-;Super Invader Attack;YES;NO;Zaccaria/Zelco;-;-;1978;
tinv2650;sia2650;The Invaders;NO;YES;Zaccaria/Zelco;sia2650;-;1978;
dodgem;-;Dodgem;YES;NO;Zaccaria;-;-;1979;
monymony;-;Money Money;YES;NO;Zaccaria;-;-;1983;
jackrabt;-;Jack Rabbit (set 1);YES;NO;Zaccaria;-;-;1984;
jackrab2;jackrabt;Jack Rabbit (set 2);NO;YES;Zaccaria;jackrabt;-;1984;
jackrabs;jackrabt;Jack Rabbit (special);NO;YES;Zaccaria;jackrabt;-;1984;
nov2001u;nova2001;Nova 2001 (US);NO;YES;UPL (Universal license);nova2001;-;1983;
raidrs5t;raiders5;Raiders5 (Japan);NO;YES;UPL (Taito license);raiders5;-;1985;
ninjak2a;ninjakd2;Ninja-Kid II (set 2);NO;YES;UPL;ninjakd2;-;1987;
ninjak2b;ninjakd2;Ninja-Kid II (set 3);NO;YES;UPL;ninjakd2;-;1987;
tharierj;tharrier;Task Force Harrier (Japan);NO;YES;UPL;tharrier;-;1989;
vandyjal;vandyke;Vandyke (Jaleco, Set 1);NO;YES;UPL (Jaleco license);vandyke;-;1990;
blkhearj;blkheart;Black Heart (Japan);NO;YES;UPL;blkheart;-;1991;
strahla;strahl;Koutetsu Yousai Strahl (Japan set 2);NO;YES;UPL;strahl;-;1992;
sabotnba;sabotenb;Saboten Bombers (set 2);NO;YES;NMK / Tecmo;sabotenb;-;1992;
daireika;-;Mahjong Daireikai;YES;NO;Jaleco / NMK;-;-;1989;
mjzoomin;-;Mahjong Channel Zoom In;YES;NO;Jaleco;-;-;1990;
kakumei;-;Mahjong Kakumei;YES;NO;Jaleco;-;-;1990;
kakumei2;-;Mahjong Kakumei 2 - Princess League;YES;NO;Jaleco;-;-;1992;
quizpani;-;Quiz Panicuru Fantasy;YES;NO;NMK;-;-;1993;
gakupara;-;Quiz Gakuen Paradise (Japan);YES;NO;NMK;-;-;1991;
quizdna;-;Quiz DNA no Hanran (Japan);YES;NO;Face;-;-;1992;
gekiretu;-;Quiz Gekiretsu Scramble (Japan);YES;NO;Face;-;-;1992;
trogp;trog;Trog (prototype, rev 4.00 07-27-90);NO;YES;Midway;trog;-;1990;
shimpacp;shimpact;Super High Impact (prototype, rev 5.0 09-15-91);NO;YES;Midway;shimpact;-;1991;
totcarnp;totcarn;Total Carnage (prototype, rev 1.0 01-25-92);NO;YES;Midway;totcarn;-;1992;
mk2r32;mk2;Mortal Kombat II (rev L3.2 (European));NO;YES;Midway;mk2;-;1993;
nbajamt1;nbajam;NBA Jam TE (rev 1.0 01-17-94);NO;YES;Midway;nbajam;-;1994;
nbajamt2;nbajam;NBA Jam TE (rev 2.0 01-28-94);NO;YES;Midway;nbajam;-;1994;
nbajamt3;nbajam;NBA Jam TE (rev 3.0 03-04-94);NO;YES;Midway;nbajam;-;1994;
nbamht1;nbahangt;NBA Maximum Hangtime (rev 1.0 11/08/96);NO;YES;Midway;nbahangt;-;1996;
crusnusa;-;Cruis'n USA (rev L4.1);YES;NO;Midway;-;-;1994;
crusnu40;crusnusa;Cruis'n USA (rev L4.0);NO;YES;Midway;crusnusa;-;1994;
crusnu21;crusnusa;Cruis'n USA (rev L2.1);NO;YES;Midway;crusnusa;-;1994;
crusnwld;-;Cruis'n World (rev L2.3);YES;NO;Midway;-;-;1996;
crusnw20;crusnwld;Cruis'n World (rev L2.0);NO;YES;Midway;crusnwld;-;1996;
crusnw13;crusnwld;Cruis'n World (rev L1.3);NO;YES;Midway;crusnwld;-;1996;
offroadc;-;Off Road Challenge;YES;NO;Midway;-;-;1997;
wargods;-;War Gods;YES;NO;Midway;-;-;1995;
wg3dh;-;Wayne Gretzky's 3D Hockey;YES;NO;Atari Games;-;-;1996;
mace;-;Mace - The Dark Age;YES;NO;Atari Games;-;-;1996;
sfrush;-;San Francisco Rush;YES;NO;Atari Games;-;-;1996;
calspeed;-;California Speed;YES;NO;Atari Games;-;-;1998;
carnevil;-;CarnEvil;YES;NO;Midway Games;-;-;1998;
biofreak;-;BioFreaks (prototype);YES;NO;Midway Games;-;-;1997;
blitz;-;NFL Blitz;YES;NO;Midway Games;-;-;1997;
blitz99;-;NFL Blitz '99;YES;NO;Midway Games;-;-;1998;
blitz2k;-;NFL Blitz 2000;YES;NO;Midway Games;-;-;1999;
embargo;-;Embargo;YES;NO;Cinematronics;-;-;1977;
zzyzzyx2;zzyzzyxx;Zzyzzyxx (set 2);NO;YES;Cinematronics + Advanced Microcomputer Systems;zzyzzyxx;-;1982;
spacewar;-;Space Wars;YES;NO;Cinematronics;-;-;1978;
barrier;-;Barrier;YES;NO;Vectorbeam;-;-;1979;
starcas;-;Star Castle (version 3);YES;NO;Cinematronics;-;-;1980;
starcas1;starcas;Star Castle (older);NO;YES;Cinematronics;starcas;starcas;1980;
starcasp;starcas;Star Castle (prototype);NO;YES;Cinematronics;starcas;starcas;1980;
starcase;starcas;Star Castle (Mottoeis);NO;YES;Cinematronics (Mottoeis license);starcas;starcas;1980;
stellcas;starcas;Stellar Castle (Elettronolo);NO;YES;bootleg;starcas;starcas;1980;
tailg;-;Tailgunner;YES;NO;Cinematronics;-;-;1979;
ripoff;-;Rip Off;YES;NO;Cinematronics;-;-;1979;
armora;-;Armor Attack;YES;NO;Cinematronics;-;-;1980;
armorap;armora;Armor Attack (prototype);NO;YES;Cinematronics;armora;armora;1980;
armorar;armora;Armor Attack (Rock-ola);NO;YES;Cinematronics (Rock-ola license);armora;armora;1980;
wotw;-;War of the Worlds;YES;NO;Cinematronics;-;-;1981;
warrior;-;Warrior;YES;NO;Vectorbeam;-;-;1978;
starhawk;-;Star Hawk;YES;NO;Cinematronics;-;-;1981;
solarq;-;Solar Quest;YES;NO;Cinematronics;-;-;1981;
boxingb;-;Boxing Bugs;YES;NO;Cinematronics;-;-;1981;
speedfrk;-;Speed Freak;YES;NO;Vectorbeam;-;-;1979;
sundance;-;Sundance;YES;NO;Cinematronics;-;-;1979;
demon;-;Demon;YES;NO;Rock-ola;-;-;1982;
cchasm;-;Cosmic Chasm (set 1);YES;NO;Cinematronics / GCE;-;-;1983;
cchasm1;cchasm;Cosmic Chasm (set 2);NO;YES;Cinematronics / GCE;cchasm;-;1983;
intrepi2;intrepid;Intrepid (set 2);NO;YES;Nova Games Ltd.;intrepid;-;1983;
zaryavos;-;Zarya Vostoka;YES;NO;Nova Games of Canada;-;-;1984;
bagmans2;bagman;Bagman (Stern set 2);NO;YES;Valadon Automation (Stern license);bagman;-;1982;
cshooter;-;Cross Shooter (not encrypted);YES;NO;[Seibu Kaihatsu] (Taito license);-;-;1987;
cshootre;cshooter;Cross Shooter (encrypted);NO;YES;[Seibu Kaihatsu] (J.K.H. license);cshooter;-;1987;
airraid;cshooter;Air Raid (encrypted);NO;YES;Seibu Kaihatsu;cshooter;-;1987;
dbldyn;dynduke;The Double Dynamites;NO;YES;Seibu Kaihatsu (Fabtek license);dynduke;-;1989;
sengokmj;-;Sengoku Mahjong (Japan);YES;NO;Sigma;-;-;1991;
cabalbl;cabal;Cabal (bootleg of Joystick version);NO;YES;bootleg;cabal;-;1988;
tokij;toki;JuJu Densetsu (Japan);NO;YES;Tad;toki;-;1989;
weststry;bloodbro;West Story;NO;YES;bootleg;bloodbro;-;1990;
legionnu;legionna;Legionnaire (US);NO;YES;Tad (Fabtek license);legionna;-;1992;
sdgndmrb;-;SD Gundam Sangokushi Rainbow Tairiku Senki;YES;NO;Banpresto;-;-;1993;
cupsoc;-;Seibu Cup Soccer;YES;NO;Seibu;-;-;1992;
cupsoc2;cupsoc;Seibu Cup Soccer (set 2);NO;YES;Seibu;cupsoc;-;1992;
olysoc92;cupsoc;Olympic Soccer '92;NO;YES;Seibu;cupsoc;-;1992;
cupsocbl;cupsoc;Seibu Cup Soccer (bootleg);NO;YES;bootleg;cupsoc;-;1992;
goal92;cupsoc;Goal '92;NO;YES;bootleg;cupsoc;-;1992;
exerizrb;skyfox;Exerizer (Japan) (bootleg);NO;YES;Jaleco;skyfox;-;1987;
homerun;-;Moero Pro Yakyuu Homerun;YES;NO;Jaleco;-;-;1988;
teplus2j;tetrisp2;Tetris Plus 2 (Japan);NO;YES;Jaleco / The Tetris Company;tetrisp2;-;1997;
tshingna;tshingen;Shingen Samurai-Fighter (Japan, English);NO;YES;Jaleco;tshingen;-;1988;
rodlndjb;rodland;Rod-Land (Japan bootleg);NO;YES;Jaleco;rodland;-;1990;
64streej;64street;64th. Street - A Detective Story (Japan);NO;YES;Jaleco;64street;-;1991;
47pie2;-;Idol Janshi Su-Chi-Pie 2 (v1.1);YES;NO;Jaleco;-;-;1994;
47pie2o;47pie2;Idol Janshi Su-Chi-Pie 2 (v1.0);NO;YES;Jaleco;47pie2;-;1994;
f1superb;-;F1 Super Battle;YES;NO;Jaleco;-;-;1994;
ojankoc;-;Ojanko Club (Japan);YES;NO;V-System Co.;-;-;1986;
ojankoy;-;Ojanko Yakata (Japan);YES;NO;V-System Co.;-;-;1986;
ojanko2;-;Ojanko Yakata 2bankan (Japan);YES;NO;V-System Co.;-;-;1987;
ccasino;-;Chinese Casino [BET] (Japan);YES;NO;V-System Co.;-;-;1987;
ojankohs;-;Ojanko High School (Japan);YES;NO;V-System Co.;-;-;1988;
nekkyoku;-;Rettou Juudan Nekkyoku Janshi - Higashi Nippon Hen (Japan);YES;NO;Video System Co.;-;-;1988;
idolmj;-;Idol-Mahjong Housoukyoku (Japan);YES;NO;System Service;-;-;1988;
mjnatsu;-;Mahjong Natsu Monogatari (Japan);YES;NO;Video System Co.;-;-;1989;
natsuiro;mjnatsu;Natsuiro Mahjong (Japan);NO;YES;Video System Co.;mjnatsu;-;1989;
mfunclub;-;Mahjong Fun Club - Idol Saizensen (Japan);YES;NO;Video System Co.;-;-;1989;
daiyogen;-;Mahjong Daiyogen (Japan);YES;NO;Video System Co.;-;-;1990;
nmsengen;-;Nekketsu Mahjong Sengen! AFTER 5 (Japan);YES;NO;Video System Co.;-;-;1991;
fromance;-;Idol-Mahjong Final Romance (Japan);YES;NO;Video System Co.;-;-;1991;
spinlbru;spinlbrk;Spinal Breakers (US);NO;YES;V-System Co.;spinlbrk;-;1990;
spinlbrj;spinlbrk;Spinal Breakers (Japan);NO;YES;V-System Co.;spinlbrk;-;1990;
karatblu;karatblz;Karate Blazers (US);NO;YES;Video System Co.;karatblz;-;1991;
crshrac2;crshrace;Lethal Crash Race (set 2);NO;YES;Video System Co.;crshrace;-;1993;
taotaida;taotaido;Tao Taido (set 2);NO;YES;Video System Co.;taotaido;-;1993;
gstriker;-;Grand Striker;YES;NO;Human;-;-;1993;
vgoalsoc;-;V Goal Soccer;YES;NO;Tecmo;-;-;199?;
vgoalsca;vgoalsoc;V Goal Soccer (alt);NO;YES;Tecmo;vgoalsoc;-;199?;
worldc94;-;World Cup '94;YES;NO;Tecmo;-;-;199?;
suprslam;-;Super Slams;YES;NO;Banpresto / Toei Animation;-;-;1995;
fromanc2;-;Taisen Idol-Mahjong Final Romance 2 (Japan);YES;NO;Video System Co.;-;-;1995;
fromancr;-;Taisen Mahjong FinalRomance R (Japan);YES;NO;Video System Co.;-;-;1995;
fromanc4;-;Taisen Mahjong FinalRomance 4 (Japan);YES;NO;Video System Co.;-;-;1998;
s1945jn;s1945;Strikers 1945 (Japan, unprotected);NO;YES;Psikyo;s1945;-;1995;
sbomberb;-;Space Bomber (ver. B);YES;NO;Psikyo;-;-;1998;
loderdfa;loderndf;Lode Runner - The Dig Fight (ver. A) (Japan);NO;YES;Psikyo;loderndf;-;2000;
espiale;espial;Espial (Europe);NO;YES;[Orca] Thunderbolt;espial;-;1983;
splash;-;Splash! (Ver. 1.2 World);YES;NO;Gaelco;-;-;1992;
aligatun;aligator;Alligator Hunt (unprotected);NO;YES;Gaelco;aligator;-;1994;
snowbalt;snowboar;Snow Board Championship (set 2);NO;YES;Gaelco;snowboar;-;1996;
airbustj;airbustr;Air Buster (Japan);NO;YES;Kaneko (Namco license);airbustr;-;1990;
galpanib;galpanic;Gals Panic (set 2);NO;YES;Kaneko;galpanic;-;1990;
galpani2;-;Gals Panic II (Japan[Q]);YES;NO;Kaneko;-;-;1993;
berlwalt;berlwall;The Berlin Wall (set 2);NO;YES;Kaneko;berlwall;-;1991;
mgcrystj;mgcrystl;Magical Crystals (Japan);NO;YES;Kaneko;mgcrystl;-;1991;
brapboysj;brapboys;B.Rap Boys Special (Japan);NO;YES;Kaneko;brapboys;-;1992;
galpandx;-;Gals Panic DX (Asia);YES;NO;Kaneko;skns;-;2001;
sengekij;sengekis;Sengeki Striker (Japan);NO;YES;Kaneko / Warashi;sengekis;-;1997;
puzloopj;puzzloop;Puzz Loop (Japan);NO;YES;Mitchell;puzzloop;-;1998;
puzloopu;puzzloop;Puzz Loop (USA);NO;YES;Mitchell;puzzloop;-;1998;
hanaawas;-;Hana Awase (Flower Matching);YES;NO;Seta;-;-;1982;
speedatk;-;Speed Attack!;YES;NO;Seta Kikaku Corp.;-;-;1984;
srmp2;-;Super Real Mahjong Part 2 (Japan);YES;NO;Seta;-;-;1987;
srmp3;-;Super Real Mahjong Part 3 (Japan);YES;NO;Seta;-;-;1988;
mjyuugi;-;Mahjong Yuugi (Japan set 1);YES;NO;Visco;-;-;1990;
mjyuugia;mjyuugi;Mahjong Yuugi (Japan set 2);NO;YES;Visco;mjyuugi;-;1990;
ponchin;-;Mahjong Pon Chin Kan (Japan set 1);YES;NO;Visco;-;-;1991;
ponchina;ponchin;Mahjong Pon Chin Kan (Japan set 2);NO;YES;Visco;ponchin;-;1991;
tndrcadj;tndrcade;Tokusyu Butai U.A.G. (Japan);NO;YES;[Seta] (Taito license);tndrcade;-;1987;
downtowj;downtown;DownTown (joystick hack);NO;YES;Seta;downtown;-;1989;
msgunda1;msgundam;Mobile Suit Gundam (Japan);NO;YES;Banpresto;msgundam;-;1993;
kiwame;-;Pro Mahjong Kiwame;YES;NO;Athena;-;-;1994;
eaglshta;eaglshot;Eagle Shot Golf (alt);NO;YES;Sammy;eaglshot;-;1994;
jsk;-;Joryuu Syougi Kyoushitsu (Japan);YES;NO;Visco;-;-;1997;
powerina;powerins;Power Instinct (USA bootleg) (set 2);NO;YES;Atlus;powerins;-;1993;
blmbycau;blmbycar;Blomby Car (not encrypted);NO;YES;ABM and Gecas;blmbycar;-;1994;
kangaroa;kangaroo;Kangaroo (Atari);NO;YES;[Sun Electronics] (Atari license);kangaroo;-;1982;
kangarob;kangaroo;Kangaroo (bootleg);NO;YES;bootleg;kangaroo;-;1982;
shanghai;-;Shanghai (Japan);YES;NO;Sunsoft;-;-;1988;
shangha2;-;Shanghai II (Japan);YES;NO;Sunsoft;-;-;1989;
rranger;-;Rough Ranger (v2.0);YES;NO;SunA (Sharp Image license);-;-;1988;
srangerb;rranger;Super Ranger (bootleg);NO;YES;bootleg;rranger;-;1988;
srangerw;rranger;Super Ranger (WDK);NO;YES;SunA (WDK license);rranger;-;1988;
hardhedb;hardhead;Hard Head (bootleg);NO;YES;bootleg;hardhead;-;1988;
brickzn;-;Brick Zone (v5.0);YES;NO;SunA;-;-;1992;
brickzn3;brickzn;Brick Zone (v3.0);NO;YES;SunA;brickzn;-;1992;
gundealr;-;Gun Dealer (set 1);YES;NO;Dooyong;-;-;1990;
gundeala;gundealr;Gun Dealer (set 2);NO;YES;Dooyong;gundealr;-;19??;
gundealt;gundealr;Gun Dealer (Tecmo);NO;YES;Tecmo;gundealr;-;1990;
yamyam;-;Yam! Yam![Q];YES;NO;Dooyong;-;-;1990;
wiseguy;yamyam;Wise Guy;NO;YES;Dooyong;yamyam;-;1990;
gulfstr2;gulfstrm;Gulf Storm (Media Shoji);NO;YES;Dooyong (Media Shoji license);gulfstrm;-;1991;
bluehawn;bluehawk;Blue Hawk (NTC);NO;YES;[Dooyong] (NTC license);bluehawk;-;1993;
leprechn;-;Leprechaun;YES;NO;Tong Electronic;-;-;1982;
potogold;leprechn;Pot of Gold;NO;YES;GamePlan;leprechn;-;1982;
piratetr;-;Pirate Treasure;YES;NO;Tong Electronic;-;-;1982;
beezer;-;Beezer (set 1);YES;NO;Tong Electronic;-;-;1982;
beezer1;beezer;Beezer (set 2);NO;YES;Tong Electronic;beezer;-;1982;
sslam;-;Super Slam (set 1);YES;NO;Playmark;-;-;1993;
sslama;sslam;Super Slam (set 2);NO;YES;Playmark;sslam;-;1993;
pangpomm;pangpoms;Pang Poms (Mitchell);NO;YES;Metro (Mitchell license);pangpoms;-;1992;
lastfero;lastfort;Last Fortress - Toride (Erotic);NO;YES;Metro;lastfort;-;1994;
dokyusei;-;Mahjong Doukyuusei;YES;NO;Make Software / Elf / Media Trading;-;-;1995;
dokyusp;-;Mahjong Doukyuusei Special;YES;NO;Make Software / Elf / Media Trading;-;-;1995;
mouja;-;Mouja (Japan);YES;NO;Etona;-;-;1996;
gakusai;-;Mahjong Gakuensai (Japan);YES;NO;MakeSoft;-;-;1997;
gakusai2;-;Mahjong Gakuensai 2 (Japan);YES;NO;MakeSoft;-;-;1998;
hyprdelj;hyprduel;Hyper Duel (Japan);NO;YES;Technosoft;hyprduel;-;1993;
spcforce;-;Space Force;YES;NO;Venture Line;-;-;1980;
spcforc2;spcforce;Space Force (set 2);NO;YES;Elcon (bootleg?);spcforce;-;19??;
meteor;spcforce;Meteoroids;NO;YES;Venture Line;spcforce;-;1981;
looping;-;Looping (set 1);YES;NO;Venture Line;-;-;1982;
loopinga;looping;Looping (set 2);NO;YES;Venture Line;looping;-;1982;
skybump;-;Sky Bumper;YES;NO;Venture Line;-;-;1982;
paradise;-;Paradise;YES;NO;Yun Sung;-;-;1994+;
tgtball;-;Target Ball (Nude);YES;NO;Yun Sung;-;-;1995;
tgtballa;tgtball;Target Ball;NO;YES;Yun Sung;tgtball;-;1995;
penky;-;Penky;YES;NO;Yun Sung;-;-;1995;
torus;-;Torus;YES;NO;Yun Sung;-;-;1996;
madball;-;Mad Ball V2.0;YES;NO;Yun Sung;-;-;1998;
madballn;madball;Mad Ball V2.0 (With Nudity);NO;YES;Yun Sung;madball;-;1997;
blueprnj;blueprnt;Blue Print (Jaleco);NO;YES;[Zilec Electronics] Jaleco;blueprnt;-;1982;
saturn;-;Saturn;YES;NO;[Zilec Electronics] Jaleco;-;-;1983;
gogomilj;gogomile;Susume! Mile Smile (Japan);NO;YES;Fuuki;gogomile;-;1995;
mastfury;-;Master's Fury;YES;NO;Unico;-;-;1996;
hedpanico;hedpanic;Head Panic (ver. 0615, 15-06-1999);NO;YES;ESD;hedpanic;-;1999;
royalmah;-;Royal Mahjong (Japan);YES;NO;Falcon;-;-;1982;
suzume;-;Watashiha Suzumechan (Japan);YES;NO;Dyna Electronics;-;-;1986;
