name;cloneof;description;is_clone;is_parent;manufacturer;romof;sampleof;year
eswatud;eswat;E-Swat - Cyber Police (set 3, US, FD1094 317-0129 decrypted);NO;YES;Sega;eswat;-;1989;
eswatu;eswat;E-Swat - Cyber Police (set 3, US, FD1094 317-0129);NO;YES;Sega;eswat;-;1989;
eswatd;eswat;E-Swat - Cyber Police (set 4, World, FD1094 317-0130 decrypted);NO;YES;Sega;eswat;-;1989;
edfbl;edf;E.D.F. : Earth Defense Force (bootleg);NO;YES;bootleg;edf;-;1991;
edfu;edf;E.D.F. : Earth Defense Force (North America);NO;YES;Jaleco;edf;-;1991;
edfa;edf;E.D.F. : Earth Defense Force (set 2);NO;YES;Jaleco;edf;-;1991;
eagle3;mooncrst;Eagle (set 3);NO;YES;Nichibutsu (Centuri license);mooncrst;-;1980;
eaglshotj;eaglshot;Eagle Shot Golf (Japan, bootleg?);NO;YES;Sammy;eaglshot;-;1994;
ecofghtra;ecofghtr;Eco Fighters (931203 Asia);NO;YES;Capcom;ecofghtr;-;1993;
ecofghtrh;ecofghtr;Eco Fighters (931203 Hispanic);NO;YES;Capcom;ecofghtr;-;1993;
ecofghtru1;ecofghtr;Eco Fighters (931203 USA);NO;YES;Capcom;ecofghtr;-;1993;
ecofghtrd;ecofghtr;Eco Fighters (931203 World Phoenix Edition);NO;YES;bootleg;ecofghtr;-;1993;
ecofghtru;ecofghtr;Eco Fighters (940215 USA);NO;YES;Capcom;ecofghtr;-;1993;
eeekkp;eeekk;Eeekk! (Pac-man conversion);NO;YES;Epos Corporation;eeekk;-;1984;
egghunt;-;Egg Hunt;YES;NO;Invi Image;-;-;1995;
efdt;-;El Fin Del Tiempo;YES;NO;Niemer;-;-;1981;
elevatorb;elevator;Elevator Action (bootleg);NO;YES;bootleg;elevator;-;1983;
elevatora;elevator;Elevator Action (EA, 5 pcb version, 1.1);NO;YES;Taito Corporation;elevator;-;1983;
elim2c;elim2;Eliminator (2 Players, cocktail);NO;YES;Gremlin;elim2;elim2;1981;
elim4p;elim2;Eliminator (4 Players, prototype);NO;YES;Gremlin;elim2;elim2;1981;
emeraldah;emeralda;Emeraldia (Bankbank New Rotate Hack);NO;YES;Namco;emeralda;-;2022;
emeraldaj;emeralda;Emeraldia (Japan Version B);NO;YES;Namco;emeralda;-;1993;
emeraldaja;emeralda;Emeraldia (Japan);NO;YES;Namco;emeralda;-;1993;
empcityi;empcity;Empire City: 1931 (Italy);NO;YES;Seibu Kaihatsu (Eurobed license);empcity;-;1986;
empcityu;empcity;Empire City: 1931 (US);NO;YES;Seibu Kaihatsu (Taito / Romstar license);empcity;-;1986;
endurord;enduror;Enduro Racer (bootleg of Rev A, YM2151, FD1089B 317-0013A set);NO;YES;bootleg;enduror;-;1986;
enduror1d;enduror;Enduro Racer (bootleg of YM2203, FD1089B 317-0013A set);NO;YES;bootleg;enduror;-;1986;
endurora;enduror;Enduro Racer (Rev A, YM2151, mask ROM sprites, FD1089B 317-0013A);NO;YES;Sega;enduror;-;1986;
endurorb;enduror;Enduro Racer (YM2151, FD1089B 317-0013A);NO;YES;Sega;enduror;-;1986;
enduror1;enduror;Enduro Racer (YM2203, FD1089B 317-0013A);NO;YES;Sega;enduror;-;1986;
enforcej;enforce;Enforce (Japan);NO;YES;Taito Corporation;enforce;-;1988;
enforceja;enforce;Enforce (Japan, Analog Controls);NO;YES;Taito Corporation;enforce;-;1988;
enmadaio;-;Enma Daio (Japan);YES;NO;Toaplan / Taito;-;-;1993;
espradejo;esprade;ESP Ra.De. (Japan, ver. 98/04/14);NO;YES;Atlus / Cave;esprade;-;1998;
espgalbl;espgal;Espgaluda (2003/10/15 Master Ver, bootleg cartridge conversion);NO;YES;bootleg;espgal;-;2003;
espgal2;-;Espgaluda II (2005/11/14 MASTER VER, newer CV1000-B PCB);YES;NO;Cave (AMI license);-;-;2005;
espgal2a;espgal2;Espgaluda II (2005/11/14 MASTER VER, original CV1000-B PCB);NO;YES;Cave (AMI license);espgal2;-;2005;
espialu;espial;Espial (US?);NO;YES;Orca / Thunderbolt;espial;-;1983;
twcup90ba;twcup90;Euro League (Italian hack of Tecmo World Cup '90 - alt version);NO;YES;bootleg;twcup90;-;1989;
twcup90b1;twcup90;Euro League (Italian hack of Tecmo World Cup '90);NO;YES;bootleg;twcup90;-;1989;
excelsr;-;Excelsior (set 1);YES;NO;Playmark;-;-;1996;
excelsra;excelsr;Excelsior (set 2);NO;YES;Playmark;excelsr;-;1996;
exctleagd;exctleag;Excite League (FD1094 317-0079 decrypted);NO;YES;Sega;exctleag;-;1989;
exerizerb;skyfox;Exerizer (Japan) (bootleg);NO;YES;Jaleco;skyfox;-;1987;
exerizer;skyfox;Exerizer (Japan);NO;YES;Jaleco;skyfox;-;1987;
explbrkrk;explbrkr;Explosive Breaker (Korea);NO;YES;Kaneko;explbrkr;-;1992;
explbrkr;-;Explosive Breaker (World);YES;NO;Kaneko;-;-;1992;
exprraidi;exprraid;Express Raider (Italy);NO;YES;Data East Corporation;exprraid;-;1986;
exprraidu;exprraid;Express Raider (US, rev 5);NO;YES;Data East USA;exprraid;-;1986;
extrmatnj;extrmatn;Extermination (Japan);NO;YES;Taito Corporation;extrmatn;-;1987;
extrmatnur;extrmatn;Extermination (US, Romstar);NO;YES;Taito America Corporation (Romstar license);extrmatn;-;1987;
extrmatnu;extrmatn;Extermination (US, set 1);NO;YES;Taito (World Games license);extrmatn;-;1987;
exvaniaj;exvania;Exvania (Japan);NO;YES;Namco;exvania;-;1992;
exzisusa;exzisus;Exzisus (Japan, conversion);NO;YES;Taito Corporation;exzisus;-;1987;
exzisust;exzisus;Exzisus (TAD license);NO;YES;Taito Corporation (TAD license);exzisus;-;1987;
eyesb;eyes;Eyes (bootleg set 1);NO;YES;bootleg;eyes;-;1982;
eyeszacb;eyes;Eyes (bootleg set 2, decrypted);NO;YES;bootleg;eyes;-;1982;
f1dreamba;f1dream;F-1 Dream (bootleg, set 2);NO;YES;bootleg;f1dream;-;1988;
f1gpa;f1gp;F-1 Grand Prix (set 2);NO;YES;Video System Co.;f1gp;-;1991;
fx;srdmissn;F-X (bootleg of S.R.D. Mission);NO;YES;bootleg;srdmissn;-;1986;
f1enj;f1en;F1 Exhaust Note (Japan, Rev A);NO;YES;Sega;f1en;-;1991;
f1enu;f1en;F1 Exhaust Note (US, Rev A);NO;YES;Sega;f1en;-;1991;
f1lapt;f1lap;F1 Super Lap (World, Unprotected);NO;YES;Sega;f1lap;-;1993;
falconz;phoenix;Falcon (bootleg of Phoenix) (Z80 CPU);NO;YES;bootleg;phoenix;-;1980;
fantasiaa;fantasia;Fantasia (940307 PCB);NO;YES;Comad / New Japan System;fantasia;-;1994;
fantasiab;fantasia;Fantasia (940429 PCB, set 2);NO;YES;Comad / New Japan System;fantasia;-;1994;
fantasian;fantasia;Fantasia (940803 PCB);NO;YES;Comad / New Japan System;fantasia;-;1994;
fantsia2n;fantsia2;Fantasia II (1998);NO;YES;Comad;fantsia2;-;1998;
fantsia2a;fantsia2;Fantasia II (Less Explicit);NO;YES;Comad;fantsia2;-;1997;
fantastc;-;Fantastic (Galaga conversion on Galaxian hardware);YES;NO;Taito do Brasil;-;-;198?;
fantasyg;fantasyu;Fantasy (Germany, set 1);NO;YES;SNK;fantasyu;fantasy;1981;
fantasyg2;fantasyu;Fantasy (Germany, set 2);NO;YES;SNK;fantasyu;fantasy;1981;
fantasyu;-;Fantasy (US);YES;NO;SNK (Rock-Ola license);-;fantasy;1981;
fantlanda;fantland;Fantasy Land (set 2);NO;YES;Electronic Devices Italy;fantland;-;19??;
fantzonep;fantzone;Fantasy Zone (317-5000);NO;YES;Sega;fantzone;-;1986;
fantzonee;fantzone;Fantasy Zone (FD1089B 317-0016);NO;YES;Sega;fantzone;-;1986;
fantzonepr;fantzone;Fantasy Zone (prototype);NO;YES;Sega;fantzone;-;1986;
fantzoneta;fantzone;Fantasy Zone (Time Attack, bootleg);NO;YES;Sega;fantzone;-;2008;
fantzone1;fantzone;Fantasy Zone (unprotected);NO;YES;Sega;fantzone;-;1986;
fantzn2xp;fantzn2x;Fantasy Zone II - The Tears of Opa-Opa (System 16C, prototype);NO;YES;Sega / M2;fantzn2x;-;2008;
fantzn2xps2;fantzn2x;Fantasy Zone II - The Tears of Opa-Opa (System 16C, PS2 data file);NO;YES;Sega / M2;fantzn2x;-;2008;
fantznta;fantzn2x;Fantasy Zone Time Attack (System 16B, PS2 data file);NO;YES;Sega;fantzn2x;-;2008;
kabukiklb;kabukikl;Far East of Eden - Kabuki Klash / Tengai Makyou - Shin Den (Add hidden characters);NO;YES;Ydmis / Creamymami[EGCG];kabukikl;-;1995;
farmer;ikki;Farmers Rebellion;NO;YES;Sun Electronics;ikki;-;1985;
fatfury1bh;fatfury1;Fatal Fury - King of Fighters / Garou Densetsu - shukumei no tatakai (Boss Hack by Yumeji);NO;YES;SNK;fatfury1;-;1992;
fatfury2a;fatfury2;Fatal Fury 2 / Garou Densetsu 2 - arata-naru tatakai (NGM-047);NO;YES;SNK;fatfury2;-;1992;
fatfury3bh;fatfury3;Fatal Fury 3 - Road to the Final Victory / Garou Densetsu 3 - haruka-naru tatakai (Ancient Battles Resurgence 2015-03-13);NO;YES;Yumeji;fatfury3;-;1995;
fatfury3a;fatfury3;Fatal Fury 3 - Road to the Final Victory / Garou Densetsu 3 - haruka-naru tatakai (NGM-069)(NGH-069) (alternate set);NO;YES;SNK;fatfury3;-;1995;
fatfurspbs;fatfursp;Fatal Fury Special / Garou Densetsu Special (Optional Hidden Character Third Edition);NO;YES;Yumeji;fatfursp;-;1993;
fatfurspa;fatfursp;Fatal Fury Special / Garou Densetsu Special (set 2)(NGM-058)(NGH-058);NO;YES;SNK;fatfursp;-;1993;
fenix;phoenix;Fenix (bootleg of Phoenix);NO;YES;bootleg;phoenix;-;1980;
fenixn;phoenix;Fenix (Niemer bootleg of Phoenix);NO;YES;bootleg (Niemer);phoenix;-;1981;
feversos;-;Fever SOS (International, ver. 98/09/25);YES;NO;Cave / Nihon System inc.;-;-;1998;
fightfeva;fightfev;Fight Fever (set 2);NO;YES;Viccom;fightfev;-;1994;
fghthistjb;fghthist;Fighter's History (Japan ver 41-04, DE-0380-1 PCB);NO;YES;Data East Corporation;fghthist;-;1993;
fghthistja;fghthist;Fighter's History (Japan ver 41-05, DE-0380-2 PCB);NO;YES;Data East Corporation;fghthist;-;1993;
fghthistuc;fghthist;Fighter's History (US ver 42-03, DE-0380-2 PCB);NO;YES;Data East Corporation;fghthist;-;1993;
fghthistub;fghthist;Fighter's History (US ver 42-05, DE-0395-1 PCB);NO;YES;Data East Corporation;fghthist;-;1993;
fghthistua;fghthist;Fighter's History (US ver 42-06, DE-0395-1 PCB);NO;YES;Data East Corporation;fghthist;-;1993;
fghthistb;fghthist;Fighter's History (World ver 43-05, DE-0380-2 PCB);NO;YES;Data East Corporation;fghthist;-;1993;
fswords;samsho3;Fighters Swords (Korean release of Samurai Shodown III);NO;YES;SNK;samsho3;-;1995;
fghtbskt;-;Fighting Basketball;YES;NO;Paradise Co. Ltd.;-;-;1984;
ffantasyj;hippodrm;Fighting Fantasy (Japan revision 2);NO;YES;Data East Corpotation;hippodrm;-;1989;
ffantasyb;hippodrm;Fighting Fantasy (Japan revision ?);NO;YES;Data East Corpotation;hippodrm;-;1989;
ffantasya;hippodrm;Fighting Fantasy (Japan);NO;YES;Data East Corpotation;hippodrm;-;1989;
fsoccerj;fsoccer;Fighting Soccer (Japan);NO;YES;SNK;fsoccer;-;1988;
fsoccerb;fsoccer;Fighting Soccer (Joystick hack bootleg);NO;YES;bootleg;fsoccer;-;1988;
fsoccerba;fsoccer;Fighting Soccer (Joystick hack bootleg, alt);NO;YES;bootleg;fsoccer;-;1988;
fsoccer;-;Fighting Soccer (version 4);YES;NO;SNK;-;-;1988;
finalbu;finalb;Final Blow (US);NO;YES;Taito America Corporation;finalb;-;1988;
fcrash;ffight;Final Crash (bootleg (with 2xYM2203 + 2xMSM5205));NO;YES;Playmark;ffight;-;1990;
ffightua;ffight;Final Fight (900112 USA);NO;YES;Capcom;ffight;-;1989;
ffightj2;ffight;Final Fight (900305 Japan);NO;YES;Capcom;ffight;-;1989;
ffightj3;ffight;Final Fight (900405 Japan);NO;YES;Capcom;ffight;-;1989;
ffightub;ffight;Final Fight (900424 USA);NO;YES;Capcom;ffight;-;1989;
ffightj4;ffight;Final Fight (900613 Japan);NO;YES;Capcom;ffight;-;1989;
ffightuc;ffight;Final Fight (900613 USA);NO;YES;Capcom;ffight;-;1989;
ffightbl;ffight;Final Fight (bootleg set 1 (with 2xYM2203 + 2xMSM5205), World);NO;YES;bootleg;ffight;-;1990;
ffightbla;ffight;Final Fight (bootleg set 2 (with 2xYM2203 + 2xMSM5205), World));NO;YES;bootleg;ffight;-;1990;
ffightu1;ffight;Final Fight (USA, set 2);NO;YES;Capcom;ffight;-;1989;
ffightu2;ffight;Final Fight (USA, set 3);NO;YES;Capcom;ffight;-;1989;
ffighta;ffight;Final Fight (World, set 2);NO;YES;Capcom;ffight;-;1989;
ffightaemgc;ffight;Final Fight 30th Anniversary Edition (Mad Gear's City Hack);NO;YES;ZombieMaster;ffight;-;2022;
ffightaec2;-;Final Fight Anniversary Edition (CPS2 hardware);YES;NO;bootleg;-;-;2022;
finalgdr;-;Final Godori (Korea, version 2.20.5915);YES;NO;SemiCom;-;-;2001;
finallapjb;finallap;Final Lap (Japan, Rev B);NO;YES;Namco;finallap;-;1987;
finallapjc;finallap;Final Lap (Japan, Rev C);NO;YES;Namco;finallap;-;1987;
finallapc;finallap;Final Lap (Rev C);NO;YES;Namco;finallap;-;1987;
finallapd;finallap;Final Lap (Rev D);NO;YES;Namco;finallap;-;1987;
finalap2j;finalap2;Final Lap 2 (Japan);NO;YES;Namco;finalap2;-;1990;
finalap3bl;finalap3;Final Lap 3 (bootleg);NO;YES;Namco;finalap3;-;1992;
finalap3jc;finalap3;Final Lap 3 (Japan - Rev C);NO;YES;Namco;finalap3;-;1992;
finalap3j;finalap3;Final Lap 3 (Japan);NO;YES;Namco;finalap3;-;1992;
finalap3a;finalap3;Final Lap 3 (World, set 2);NO;YES;Namco;finalap3;-;1992;
fstarfrcj;fstarfrc;Final Star Force (Japan, set 1);NO;YES;Tecmo;fstarfrc;-;1992;
fstarfrcja;fstarfrc;Final Star Force (Japan, set 2);NO;YES;Tecmo;fstarfrc;-;1992;
fstarfrcw;fstarfrc;Final Star Force (World?);NO;YES;Tecmo;fstarfrc;-;1992;
finalizrb;finalizr;Finalizer - Super Transformation (bootleg);NO;YES;bootleg;finalizr;-;1985;
finalizra;finalizr;Finalizer - Super Transformation (set 2);NO;YES;Konami;finalizr;-;1985;
finger;stinger;Finger (bootleg of Stinger);NO;YES;bootleg;stinger;stinger;1983;
fball;-;Fire Ball (FM Work);YES;NO;FM Work;-;-;1992;
fireshrka;fireshrk;Fire Shark (earlier);NO;YES;Toaplan;fireshrk;-;1989;
fireshrkd;fireshrk;Fire Shark (Korea, set 1, easier);NO;YES;Toaplan (Dooyong license);fireshrk;-;1990;
fireshrkdh;fireshrk;Fire Shark (Korea, set 2, harder);NO;YES;Toaplan (Dooyong license);fireshrk;-;1990;
firetrapbl;firetrap;Fire Trap (Japan bootleg);NO;YES;bootleg;firetrap;-;1986;
firetrapj;firetrap;Fire Trap (Japan);NO;YES;Wood Place Inc.;firetrap;-;1986;
firetrapa;firetrap;Fire Trap (US);NO;YES;Wood Place Inc. (Data East USA license);firetrap;-;1986;
firebeas;-;Firebeast (prototype);YES;NO;Atari;-;-;1983;
fitterbl;roundup;Fitter (bootleg of Round-Up);NO;YES;bootleg;roundup;-;1981;
fixeightt;fixeight;FixEight (Europe, Taito license);NO;YES;Toaplan;fixeight;-;1992;
fixeighth;fixeight;FixEight (Hong Kong);NO;YES;Toaplan;fixeight;-;1992;
fixeightht;fixeight;FixEight (Hong Kong, Taito license);NO;YES;Toaplan;fixeight;-;1992;
fixeightk;fixeight;FixEight (Korea);NO;YES;Toaplan;fixeight;-;1992;
fixeightkt;fixeight;FixEight (Korea, Taito license);NO;YES;Toaplan;fixeight;-;1992;
fixeighta;fixeight;FixEight (Southeast Asia);NO;YES;Toaplan;fixeight;-;1992;
fixeightat;fixeight;FixEight (Southeast Asia, Taito license);NO;YES;Toaplan;fixeight;-;1992;
fixeighttw;fixeight;FixEight (Taiwan);NO;YES;Toaplan;fixeight;-;1992;
fixeighttwt;fixeight;FixEight (Taiwan, Taito license);NO;YES;Toaplan;fixeight;-;1992;
fixeightu;fixeight;FixEight (USA);NO;YES;Toaplan;fixeight;-;1992;
fixeightut;fixeight;FixEight (USA, Taito license);NO;YES;Toaplan;fixeight;-;1992;
fixeightj;fixeight;FixEight - Jigoku no Eiyuu Densetsu (Japan);NO;YES;Toaplan;fixeight;-;1992;
fixeightjt;fixeight;FixEight - Jigoku no Eiyuu Densetsu (Japan, Taito license);NO;YES;Toaplan;fixeight;-;1992;
flkatcka;mx5000;Flak Attack (Japan, PWB 450593 sub-board);NO;YES;Konami;mx5000;-;1987;
cfboy0a1;-;Flash Boy (vertical) [DECO Cassette MD] (No.12/Ver.0/Set.1,Japan);YES;NO;Data East Corporation;decocass;-;1981;
fpoint1d;fpoint;Flash Point (set 1, Japan, FD1094 317-0127A decrypted);NO;YES;Sega;fpoint;-;1989;
fpoint1;fpoint;Flash Point (set 1, Japan, FD1094 317-0127A);NO;YES;Sega;fpoint;-;1989;
fpointd;fpoint;Flash Point (set 2, Japan, FD1094 317-0127A decrypted);NO;YES;Sega;fpoint;-;1989;
flashgalk;flashgal;Flashgal (set 1, Kyugo logo);NO;YES;Kyugo / Sega;flashgal;-;1985;
flashgala;flashgal;Flashgal (set 2);NO;YES;Kyugo / Sega;flashgal;-;1985;
flickya;flicky;Flicky (128k Version, 315-5051, larger roms));NO;YES;Sega;flicky;-;1984;
flickys2;flicky;Flicky (128k Version, not encrypted);NO;YES;Sega;flicky;-;1984;
flickyg;flicky;Flicky (128k Version, System 2, 315-5051, alt graphics);NO;YES;Sega;flicky;-;1984;
flickys2g;flicky;Flicky (128k Version, System 2, not encrypted, alt graphics);NO;YES;Sega;flicky;-;1984;
flickys1;flicky;Flicky (64k Version, 315-5051, set 2);NO;YES;Sega;flicky;-;1984;
flickyup;flicky;Flicky (64k Version, on Up'n Down boardset);NO;YES;Sega;flicky;-;1984;
flipjack;-;Flipper Jack;YES;NO;Jackson Co., Ltd.;-;-;1983;
flipull;plotting;Flipull (Japan);NO;YES;Taito Corporation;plotting;-;1989;
floritas;mooncrst;Floritas (Moon Cresta bootleg);NO;YES;bootleg;mooncrst;-;1980;
floritasm;mooncrst;Floritas (Multivideo Spanish Moon Cresta bootleg);NO;YES;bootleg (Multivideo);mooncrst;-;1980;
flowerj;flower;Flower (Japan);NO;YES;Clarue (Sega / Alpha Denshi Co. license);flower;-;1986;
fnshark;fshark;Flyin' Shark (bootleg of Hishou Zame);NO;YES;bootleg;fshark;-;1987;
flytigera;flytiger;Flying Tiger (set 2);NO;YES;Dooyong;flytiger;-;1992;
foodf1;foodf;Food Fight (rev 1);NO;YES;General Computer Corporation (Atari license);foodf;-;1982;
forcebrk;brkthru;Force Break (bootleg);NO;YES;bootleg;brkthru;-;1986;
forgottnj;forgottn;Forgotten Worlds (Japan) (English prototype);NO;YES;Capcom;forgottn;-;1988;
forgottnua;forgottn;Forgotten Worlds (US, B-Board 88618B-2, rev A);NO;YES;Capcom;forgottn;-;1988;
forgottnuaa;forgottn;Forgotten Worlds (US, B-Board 88618B-2, rev AA);NO;YES;Capcom;forgottn;-;1988;
forgottnuc;forgottn;Forgotten Worlds (US, B-Board 88618B-2, Rev C);NO;YES;Capcom;forgottn;-;1988;
forgottnue;forgottn;Forgotten Worlds (US, B-Board 88618B-2, Rev E);NO;YES;Capcom;forgottn;-;1988;
forgottnu;forgottn;Forgotten Worlds (US, B-Board 88621B-2, rev C);NO;YES;Capcom;forgottn;-;1988;
forgottna;forgottn;Forgotten Worlds (World);NO;YES;Capcom;forgottn;-;1988;
fort2ba;fort2b;Fortress 2 Blue Arcade (Korea) (ver 1.00 / pcb ver 3.05);NO;YES;Eolith;fort2b;-;2001;
fort2b;-;Fortress 2 Blue Arcade (World) (ver 1.01 / pcb ver 3.05);YES;NO;Eolith;-;-;2001;
fourtraxj;fourtrax;Four Trax (Japan);NO;YES;Namco;fourtrax;-;1989;
fourtraxa;fourtrax;Four Trax (US?, censored banners);NO;YES;Namco (Atari license?);fourtrax;-;1989;
freekickb1;freekick;Free Kick (bootleg set 1);NO;YES;bootleg;freekick;-;1987;
freekickb3;freekick;Free Kick (bootleg set 3);NO;YES;bootleg;freekick;-;1987;
freekicka;freekick;Free Kick (NS6201-A 1987.9);NO;YES;Nihon System;freekick;-;1987;
friskytb;friskyt;Frisky Tom (set 3, encrypted);NO;YES;Nichibutsu;friskyt;-;1981;
frogf;frogger;Frog (Falcon bootleg);NO;YES;bootleg;frogger;-;1981;
cps1frog;-;Frog Feast (CPS-1);YES;NO;Rastersoft (Homebrew);-;-;2006;
ngfrog;-;Frog Feast (Neo Geo);YES;NO;Rastersoft;neogeo;-;2006;
pgmfrog;-;Frog Feast (PGM);YES;NO;RasterSoft;pgm;-;2006;
froggermc;frogger;Frogger (Moon Cresta hardware);NO;YES;Konami (Sega license);frogger;-;1981;
froggrs;frogger;Frogger (Scramble hardware);NO;YES;Coin Music;frogger;-;1981;
froggers1;frogger;Frogger (Sega set 1);NO;YES;Konami (Sega license);frogger;-;1981;
froggers2;frogger;Frogger (Sega set 2);NO;YES;Konami (Sega license);frogger;-;1981;
froggers3;frogger;Frogger (Sega set 3);NO;YES;Konami (Sega license);frogger;-;1981;
frontlina;frontlin;Front Line (set 2);NO;YES;Taito Corporation;frontlin;-;1982;
funkybeeb;funkybee;Funky Bee (bootleg, harder);NO;YES;bootleg;funkybee;-;1982;
funkyjetj;funkyjet;Funky Jet (Japan, rev 2);NO;YES;Mitchell (Data East Corporation license);funkyjet;-;1992;
funkyjeta2;funkyjet;Funky Jet (Korea, prototype?);NO;YES;Mitchell;funkyjet;-;1992;
funkyjeta;funkyjet;Funky Jet (World);NO;YES;Mitchell;funkyjet;-;1992;
funybublc;funybubl;Funny Bubble (Comad version);NO;YES;Comad Industry Co Ltd;funybubl;-;1999;
glocu;gloc;G-LOC Air Battle (US);NO;YES;Sega;gloc;-;1990;
gloc;-;G-LOC Air Battle (World);YES;NO;Sega;-;-;1990;
glocr360j;gloc;G-LOC R360 (Japan);NO;YES;Sega;gloc;-;1990;
glocr360;gloc;G-LOC R360 (World);NO;YES;Sega;gloc;-;1990;
gstream;-;G-Stream G2020;YES;NO;Oriental Soft Japan;-;-;2002;
gijoea;gijoe;G.I. Joe (Asia, AA);NO;YES;Konami;gijoe;-;1992;
gijoeua;gijoe;G.I. Joe (US, UAA);NO;YES;Konami;gijoe;-;1992;
gijoeea;gijoe;G.I. Joe (World, EB8, prototype?);NO;YES;Konami;gijoe;-;1992;
gaiapolsj;gaiapols;Gaiapolis (ver JAF);NO;YES;Konami;gaiapols;-;1993;
gaiapolsu;gaiapols;Gaiapolis (ver UAF);NO;YES;Konami;gaiapols;-;1993;
ggroundj;gground;Gain Ground (Japan, 2 Players, Floppy Based, FD1094 317-0058-03b);NO;YES;Sega;gground;-;1988;
galastrm;-;Galactic Storm (Japan);YES;NO;Taito Corporation;-;-;1992;
galaga88a;galaga88;Galaga '88 (02-03-88);NO;YES;Namco;galaga88;-;1987;
galaga88j;galaga88;Galaga '88 (Japan);NO;YES;Namco;galaga88;-;1987;
galaga3b;gaplus;Galaga 3 (GP3);NO;YES;Namco;gaplus;gaplus;1984;
galaga3c;gaplus;Galaga 3 (set 4);NO;YES;Namco;gaplus;gaplus;1984;
neogalag;-;Galaga Demo (set 1);YES;NO;Cristiano Bei/www.iocerom.com;neogeo;-;2013;
neogalaga;neogalag;Galaga Demo (set 2);NO;YES;Cristiano Bei/www.iocerom.com;neogalag;-;2013;
galaktron;galaxian;Galaktron (Petaco S.A.);NO;YES;bootleg (Petaco S.A.);galaxian;-;1979;
galaxbsf;galaxian;Galaxian (bootleg, set 1);NO;YES;bootleg;galaxian;-;1979;
galaxianbl;galaxian;Galaxian (bootleg, set 2);NO;YES;bootleg;galaxian;-;1979;
galaxbsf2;galaxian;Galaxian (bootleg, set 3);NO;YES;bootleg;galaxian;-;1979;
galaxianbl2;galaxian;Galaxian (bootleg, set 4);NO;YES;bootleg;galaxian;-;1979;
galaxcirsa;galaxian;Galaxian (Cirsa Spanish bootleg);NO;YES;bootleg (Cirsa);galaxian;-;1979;
galaxianem;galaxian;Galaxian (Electromar Spanish bootleg);NO;YES;bootleg (Electromar);galaxian;-;1980;
galaxiani;galaxian;Galaxian (Irem);NO;YES;bootleg? (Irem);galaxian;-;1979;
galaxianm;galaxian;Galaxian (Midway set 1);NO;YES;Namco (Midway license);galaxian;-;1979;
galaxianmo;galaxian;Galaxian (Midway set 2);NO;YES;Namco (Midway license);galaxian;-;1979;
galaxiana;galaxian;Galaxian (Namco set 2);NO;YES;Namco;galaxian;-;1979;
galaxrf;galaxian;Galaxian (Recreativos Franco S.A. Spanish bootleg);NO;YES;bootleg (Recreativos Franco S.A.);galaxian;-;1980;
galaxianrp;galaxian;Galaxian (Rene Pierre bootleg);NO;YES;bootleg (Valadon Automation / Rene Pierre);galaxian;-;1979;
galaxianbl3;galaxian;Galaxian (Spanish bootleg);NO;YES;bootleg;galaxian;-;1979;
galaxiant;galaxian;Galaxian (Taito);NO;YES;Namco (Taito license);galaxian;-;1979;
galaxrcgg;galaxian;Galaxian Growing Galaxip / Galaxian Nave Creciente (Recreativos Covadonga Spanish bootleg);NO;YES;bootleg (Recreativos Covadonga);galaxian;-;1980;
galaxrfgg;galaxian;Galaxian Growing Galaxip / Galaxian Nave Creciente (Recreativos Franco S.A. Spanish bootleg);NO;YES;bootleg (Recreativos Franco S.A.);galaxian;-;1980;
galemp;uniwars;Galaxy Empire (bootleg?);NO;YES;bootleg (Taito do Brasil);uniwars;-;1980;
gforce2j;gforce2;Galaxy Force 2 (Japan);NO;YES;Sega;gforce2;-;1988;
gforce2ja;gforce2;Galaxy Force 2 (Japan, Rev A);NO;YES;Sega;gforce2;-;1988;
gforce2sd;gforce2;Galaxy Force 2 (Super Deluxe unit);NO;YES;Sega;gforce2;-;1988;
gforce2;-;Galaxy Force 2;YES;NO;Sega;-;-;1988;
galwars2;defender;Galaxy Wars II (Defender bootleg);NO;YES;bootleg (Sonic);defender;-;1981;
galaxyx;galaxian;Galaxy X (bootleg of Galaxian);NO;YES;bootleg;galaxian;-;1979;
galpani3;-;Gals Panic 3 (Euro);YES;NO;Kaneko;-;-;1995;
galpani3hk;galpani3;Gals Panic 3 (Hong Kong);NO;YES;Kaneko;galpani3;-;1995;
galpani3j;galpani3;Gals Panic 3 (Japan);NO;YES;Kaneko;galpani3;-;1995;
galpani3k;galpani3;Gals Panic 3 (Korea);NO;YES;Kaneko;galpani3;-;1995;
galpani4j;galpani4;Gals Panic 4 (Japan);NO;YES;Kaneko;galpani4;-;1996;
galpani4k;galpani4;Gals Panic 4 (Korea);NO;YES;Kaneko;galpani4;-;1996;
galpanidx;galpani4;Gals Panic DX (Asia);NO;YES;Kaneko;galpani4;-;2001;
galpaniex;galpani4;Gals Panic EX (Korea);NO;YES;Kaneko;galpani4;-;2000;
galpanisa;galpanis;Gals Panic S - Extra Edition (Asia);NO;YES;Kaneko;galpanis;-;1997;
