name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sampleof
ccastlesp;Crystal Castles (version 3, Spanish);1983;Atari;YES;ccastles;NO;ccastles;-;
ccastles;Crystal Castles (version 4);1983;Atari;NO;-;YES;-;-;
cubybop;Cuby Bop (location test);199?;Hot-B Co., Ltd.;NO;-;YES;-;-;
cuebrickj;Cue Brick (Japan);1989;Konami;YES;cuebrick;NO;cuebrick;-;
cuebrick;Cue Brick (World, version D);1989;Konami;NO;-;YES;-;-;
curvebal;Curve Ball;1984;Mylstar;NO;-;YES;-;-;
cutefght;Cute Fighter;1998;SemiCom;NO;-;YES;-;-;
cutieq;Cutie Q;1979;Namco;NO;-;YES;-;-;
cybattlr;Cybattler;1993;Jaleco;NO;-;YES;-;-;
cybertnk;Cyber Tank (v1.4);1988;Coreland;NO;-;YES;-;-;
cyberlip;Cyber-Lip (NGM-010);1990;SNK;NO;neogeo;YES;-;-;
cybotsj;Cyberbots - fullmetal madness (950420 Japan);1995;Capcom;YES;cybots;NO;cybots;-;
cybots;Cyberbots - fullmetal madness (950424 Euro);1995;Capcom;NO;-;YES;-;-;
cybotsud;Cyberbots - fullmetal madness (950424 USA Phoenix Edition);1995;bootleg;YES;cybots;NO;cybots;-;
cybotsu;Cyberbots - fullmetal madness (950424 USA);1995;Capcom;YES;cybots;NO;cybots;-;
cybotsam;Cyberbots - fullmetal madness (Access Mod, Hack);2022;Kyle_W;YES;cybots;NO;cybots;-;
cybotsjd;Cyberbots - fullmetal madness (Japan 950424) (decrypted bootleg);1995;bootleg;YES;cybots;NO;cybots;-;
cyclemb;Cycle Maabou (Japan);1984;Taito Corporation;NO;-;YES;-;-;
cyclshtg;Cycle Shooting;1986;Taito;NO;-;YES;-;-;
cyvernj;Cyvern (Japan);1998;Kaneko;YES;cyvern;NO;cyvern;-;
cyvern;Cyvern (US);1998;Kaneko;NO;skns;YES;-;-;
dcon;D-Con;1992;Success;NO;-;YES;-;-;
ddayc;D-Day (Centuri);1982;Olympia (Centuri license);YES;dday;NO;dday;-;
ddayjlc;D-Day (Jaleco set 1);1984;Jaleco;NO;-;YES;-;-;
ddayjlca;D-Day (Jaleco set 2);1984;Jaleco;YES;ddayjlc;NO;ddayjlc;-;
dday;D-Day;1982;Olympia;NO;-;YES;-;-;
ddcrew1d;D. D. Crew (set 1, World, 4 Players, FD1094 317-? decrypted);1991;Sega;YES;ddcrew;NO;ddcrew;-;
ddcrew1;D. D. Crew (set 1, World, 4 Players, FD1094 317-?);1991;Sega;YES;ddcrew;NO;ddcrew;-;
ddcrew2d;D. D. Crew (set 2, World, 2 Players, FD1094 317-0184 decrypted);1991;Sega;YES;ddcrew;NO;ddcrew;-;
ddcrew2;D. D. Crew (set 2, World, 2 Players, FD1094 317-0184);1991;Sega;YES;ddcrew;NO;ddcrew;-;
ddcrewud;D. D. Crew (set 3, US, 4 Players, FD1094 317-0186 decrypted);1991;Sega;YES;ddcrew;NO;ddcrew;-;
ddcrewu;D. D. Crew (set 3, US, 4 Players, FD1094 317-0186);1991;Sega;YES;ddcrew;NO;ddcrew;-;
ddcrewd;D. D. Crew (set 4, World, 3 Players, FD1094 317-0190 decrypted);1991;Sega;YES;ddcrew;NO;ddcrew;-;
ddcrew;D. D. Crew (set 4, World, 3 Players, FD1094 317-0190);1991;Sega;NO;-;YES;-;-;
ddcrewjd;D. D. Crew (set 5, Japan, 4 Players, FD1094 317-0185 decrypted);1991;Sega;YES;ddcrew;NO;ddcrew;-;
ddcrewj;D. D. Crew (set 5, Japan, 4 Players, FD1094 317-0185);1991;Sega;YES;ddcrew;NO;ddcrew;-;
ddcrewj2d;D. D. Crew (set 6, Japan, 2 Players, FD1094 317-0182 decrypted);1991;Sega;YES;ddcrew;NO;ddcrew;-;
ddcrewj2;D. D. Crew (set 6, Japan, 2 Players, FD1094 317-0182);1991;Sega;YES;ddcrew;NO;ddcrew;-;
dacholer;Dacholer;1983;Nichibutsu;NO;-;YES;-;-;
daimakaib;Dai Makai-Mura (bootleg, Japan);1988;Capcom;YES;ghouls;NO;ghouls;-;
daimakair;Dai Makai-Mura (Japan Resale Ver.);1988;Capcom;YES;ghouls;NO;ghouls;-;
daimakai;Dai Makai-Mura (Japan);1988;Capcom;YES;ghouls;NO;ghouls;-;
dairesya;Dai Ressya Goutou (Japan);1986;Konami (Kawakusu license);YES;ironhors;NO;ironhors;-;
daikaiju;Daikaiju no Gyakushu;1986;Taito;NO;-;YES;-;-;
dkgensanm72;Daiku no Gensan (Japan, M72 hardware);1990;Irem;YES;hharry;NO;hharry;-;
dkgensan;Daiku no Gensan (Japan, M84 hardware);1990;Irem;YES;hharry;NO;hharry;-;
daiohc;Daioh (93111A PCB conversion);1993;Athena;YES;daioh;NO;daioh;-;
daioha;Daioh (earlier);1993;Athena;YES;daioh;NO;daioh;-;
daiohp;Daioh (prototype);1993;Athena;YES;daioh;NO;daioh;-;
daioh;Daioh;1993;Athena;NO;-;YES;-;-;
daisenpu;Daisenpu (Japan);1989;Taito Corporation;YES;twinhawk;NO;twinhawk;-;
daitorida;Daitoride (YMF278B version);1996;Metro;YES;daitorid;NO;daitorid;-;
daitorid;Daitoride;1995;Metro;NO;-;YES;-;-;
dambustruk;Dambusters (UK);1981;South West Research;YES;dambustr;NO;dambustr;-;
dambustr;Dambusters (US, set 1);1981;South West Research;NO;-;YES;-;-;
dambustra;Dambusters (US, set 2);1981;South West Research;YES;dambustr;NO;dambustr;-;
dankuga;Dan-Ku-Ga (Ver 0.0J 1994/12/13) (Prototype);1994;Taito Corporation;NO;-;YES;-;-;
dngrtrck;Danger Track (Rally X bootleg);1980;bootleg;YES;rallyx;NO;rallyx;rallyx;
dangseed;Dangerous Seed (Japan);1989;Namco;NO;-;YES;-;-;
dfeveron;Dangun Feveron (Japan, ver. 98/09/17);1998;Cave / Nihon System inc.;YES;feversos;NO;feversos;-;
dariuse;Darius (Extra) (Japan);1986;Taito Corporation;YES;darius;NO;darius;-;
dariuso;Darius (Japan old version);1986;Taito Corporation;YES;darius;NO;darius;-;
dariusj;Darius (Japan);1986;Taito Corporation;YES;darius;NO;darius;-;
dariusu;Darius (US);1986;Taito America Corporation;YES;darius;NO;darius;-;
darius;Darius (World);1986;Taito Corporation Japan;NO;-;YES;-;-;
dariusgu;Darius Gaiden - Silver Hawk (Ver 2.5A 1994/09/19);1994;Taito America Corporation;YES;dariusg;NO;dariusg;-;
dariusgj;Darius Gaiden - Silver Hawk (Ver 2.5J 1994/09/19);1994;Taito Corporation;YES;dariusg;NO;dariusg;-;
dariusg;Darius Gaiden - Silver Hawk (Ver 2.5O 1994/09/19);1994;Taito Corporation Japan;NO;-;YES;-;-;
dariusgx;Darius Gaiden - Silver Hawk Extra Version (Ver 2.7J 1995/03/06) (Official Hack);1994;Taito Corporation;NO;-;YES;-;-;
darius2do;Darius II (dual screen) (Japan old version);1989;Taito Corporation;YES;darius2;NO;darius2;-;
darius2d;Darius II (dual screen) (Japan);1989;Taito Corporation;YES;darius2;NO;darius2;-;
sagaia;Darius II (dual screen) (World);1989;Taito Corporation;YES;darius2;NO;darius2;-;
darius2;Darius II (triple screen) (Japan);1989;Taito Corporation;NO;-;YES;-;-;
darkadv;Dark Adventure;1987;Konami;YES;devilw;NO;devilw;-;
darkedgej;Dark Edge (Japan);1992;Sega;YES;darkedge;NO;darkedge;-;
darkedge;Dark Edge (World);1992;Sega;NO;-;YES;-;-;
darkplnt;Dark Planet;1982;Stern;NO;-;YES;-;-;
darksealj;Dark Seal (Japan);1990;Data East Corporation;YES;darkseal;NO;darkseal;-;
darkseal1;Dark Seal (World revision 1);1990;Data East Corporation;YES;darkseal;NO;darkseal;-;
darkseal;Dark Seal (World revision 3);1990;Data East Corporation;NO;-;YES;-;-;
darkseal2;Dark Seal 2 (Japan v2.1);1992;Data East Corporation;YES;wizdfire;NO;wizdfire;-;
darktowr;Dark Tower;1992;Game Room;NO;-;YES;-;-;
dstlka;Darkstalkers - the night warriors (940705 Asia);1994;Capcom;YES;dstlk;NO;dstlk;-;
dstlk;Darkstalkers - the night warriors (940705 Euro);1994;Capcom;NO;-;YES;-;-;
dstlku1d;Darkstalkers - the night warriors (940705 USA Phoenix Edition);1994;bootleg;YES;dstlk;NO;dstlk;-;
dstlkur1;Darkstalkers - the night warriors (940705 USA);1994;Capcom;YES;dstlk;NO;dstlk;-;
dstlkh;Darkstalkers - the night warriors (940818 Hispanic);1994;Capcom;YES;dstlk;NO;dstlk;-;
dstlku;Darkstalkers - the night warriors (940818 USA);1994;Capcom;YES;dstlk;NO;dstlk;-;
dwi;DarkWing Duck (FMV Demo);2009;Sergi;NO;neogeo;YES;-;-;
dwia;DarkWing Duck (FMV Demo, alt);2009;Sergi;YES;dwi;NO;dwi;-;
darwin;Darwin 4078 (Japan);1986;Data East Corporation;NO;-;YES;-;-;
dquizgo;Date Quiz Go Go (Korea);1998;SemiCom;NO;-;YES;-;-;
dquizgo2;Date Quiz Go Go Episode 2;2000;SemiCom;NO;-;YES;-;-;
powj;Datsugoku - Prisoners of War (Japan);1988;SNK;YES;pow;NO;pow;-;
deadang;Dead Angle;1988;Seibu Kaihatsu;NO;-;YES;-;-;
deadconxj;Dead Connection (Japan);1992;Taito Corporation;YES;deadconx;NO;deadconx;-;
deadconx;Dead Connection (World);1992;Taito Corporation Japan;NO;-;YES;-;-;
deathbrd;Death Brade (Japan ver JM-3);1991;Data East Corporation;YES;mutantf;NO;mutantf;-;
dderby;Death Derby;2003;David Widel;NO;-;YES;-;-;
deathsml;Deathsmiles (2007/10/09 MASTER VER);2007;Cave (AMI license);NO;-;YES;-;-;
dsmbl;Deathsmiles MegaBlack Label (2008/10/06 MEGABLACK LABEL VER);2008;Cave (AMI license);NO;-;YES;-;-;
decomult;Deco Cassette System Multigame (ROM based);2008;bootleg (David Widel);NO;decocass;YES;-;-;
deerhunte;Deer Hunting USA V1;2000;Sammy USA Corporation;YES;deerhunt;NO;deerhunt;-;
deerhuntd;Deer Hunting USA V2;2000;Sammy USA Corporation;YES;deerhunt;NO;deerhunt;-;
deerhuntc;Deer Hunting USA V3.0;2000;Sammy USA Corporation;YES;deerhunt;NO;deerhunt;-;
deerhuntb;Deer Hunting USA V4.0;2000;Sammy USA Corporation;YES;deerhunt;NO;deerhunt;-;
deerhunta;Deer Hunting USA V4.2;2000;Sammy USA Corporation;YES;deerhunt;NO;deerhunt;-;
deerhunt;Deer Hunting USA V4.3;2000;Sammy USA Corporation;NO;-;YES;-;-;
deerhuntj;Deer Hunting USA V4.4.1 (Japan);2000;Sammy USA Corporation;YES;deerhunt;NO;deerhunt;-;
defence;Defence Command (Defender bootleg);1981;bootleg (Outer Limits);YES;defender;NO;defender;-;
redufob;Defend the Terra Attack on the Red UFO (bootleg, set 1);1981;bootleg;YES;redufo;NO;redufo;-;
redufob2;Defend the Terra Attack on the Red UFO (bootleg, set 2);1981;bootleg;YES;redufo;NO;redufo;-;
redufob3;Defend the Terra Attack on the Red UFO (bootleg, set 3);1981;bootleg;YES;redufo;NO;redufo;-;
redufo;Defend the Terra Attack on the Red UFO;1981;Artic;NO;-;YES;-;-;
defenderb;Defender (Blue label);1980;Williams;YES;defender;NO;defender;-;
defenderg;Defender (Green label);1980;Williams;YES;defender;NO;defender;-;
defender;Defender (Red label);1980;Williams;NO;-;YES;-;-;
defenderw;Defender (White label);1980;Williams;YES;defender;NO;defender;-;
defense;Defense (System 16B, FD1089A 317-0028);1987;Sega;YES;sdi;NO;sdi;-;
defcmnd;Defense Command (Defender bootleg);1980;bootleg;YES;defender;NO;defender;-;
deltrace;Delta Race;1981;bootleg (Allied Leisure);YES;omegrace;NO;omegrace;-;
deluxe4u;Deluxe 4 U (ver. 0107, 07/01/2000);2000;ESD;YES;deluxe5;NO;deluxe5;-;
deluxe5;Deluxe 5 (ver. 0107, 07/01/2000, set 1);2000;ESD;NO;-;YES;-;-;
deluxe5a;Deluxe 5 (ver. 0107, 07/01/2000, set 2);2000;ESD;YES;deluxe5;NO;deluxe5;-;
deluxe5b;Deluxe 5 (ver. 0107, 07/01/2000, set 3);2000;ESD;YES;deluxe5;NO;deluxe5;-;
demoderbc;Demolition Derby (cocktail);1984;Bally Midway;YES;demoderb;NO;demoderb;-;
demoderm;Demolition Derby (MCR-3 Mono Board Version);1984;Bally Midway;YES;demoderb;NO;demoderb;-;
demoderb;Demolition Derby;1984;Bally Midway;NO;-;YES;-;-;
dmnfrnt102;Demon Front (M102XX, S101XX);2002;IGS;YES;dmnfrnt;NO;dmnfrnt;-;
dmnfrnt103;Demon Front (M103XX, S103XX);2002;IGS;YES;dmnfrnt;NO;dmnfrnt;-;
dmnfrnt;Demon Front (M105XX, S105XX);2002;IGS;NO;pgm;YES;-;-;
dmnfrntpcba;Demon Front (VM105XX, S105XX, China, Single PCB Version);2002;IGS;YES;dmnfrnt;NO;dmnfrnt;-;
dmnfrntpcb;Demon Front (VM107KR, S106KR, S101KR, Korea, Single PCB Version);2002;IGS;YES;dmnfrnt;NO;dmnfrnt;-;
demonwld;Demon's World / Horror Story (set 1);1990;Toaplan;NO;-;YES;-;-;
demonwld1;Demon's World / Horror Story (set 2);1989;Toaplan;YES;demonwld;NO;demonwld;-;
demonwld2;Demon's World / Horror Story (set 3);1989;Toaplan;YES;demonwld;NO;demonwld;-;
demonwld3;Demon's World / Horror Story (set 4);1989;Toaplan;YES;demonwld;NO;demonwld;-;
demonwld4;Demon's World / Horror Story (set 5);1989;Toaplan;YES;demonwld;NO;demonwld;-;
denjinmk;Denjin Makai (set 1);1994;Winkysoft (Banpresto license);NO;-;YES;-;-;
denjinmka;Denjin Makai (set 2);1994;Winkysoft (Banpresto license);YES;denjinmk;NO;denjinmk;-;
deroona;Deroon DeroDero (alt set);1995;Tecmo;YES;deroon;NO;deroon;-;
deroon2;Deroon DeroDero (newer);1995;Tecmo;YES;deroon;NO;deroon;-;
deroon;Deroon DeroDero;1995;Tecmo;NO;-;YES;-;-;
dassault4;Desert Assault (US 4 Players);1991;Data East Corporation;YES;thndzone;NO;thndzone;-;
dassault;Desert Assault (US);1991;Data East Corporation;YES;thndzone;NO;thndzone;-;
desertbrjd;Desert Breaker (Japan, FD1094 317-0194 decrypted);1992;Sega;YES;desertbr;NO;desertbr;-;
desertbrj;Desert Breaker (Japan, FD1094 317-0194);1992;Sega;YES;desertbr;NO;desertbr;-;
desertbrd;Desert Breaker (World, FD1094 317-0196 decrypted);1992;Sega;YES;desertbr;NO;desertbr;-;
desertbr;Desert Breaker (World, FD1094 317-0196);1992;Sega;NO;-;YES;-;-;
desertdn;Desert Dan;1982;Video Optics;NO;-;YES;-;-;
desertwr;Desert War / Wangan Sensou (ver 1.0);1995;Jaleco;NO;-;YES;-;-;
detatwin;Detana!! Twin Bee (Japan ver. J);1991;Konami;YES;blswhstl;NO;blswhstl;-;
devstors2;Devastators (ver. 2);1988;Konami;YES;devstors;NO;devstors;-;
devstorsv;Devastators (ver. V);1988;Konami;YES;devstors;NO;devstors;-;
devstorsx;Devastators (ver. X);1988;Konami;YES;devstors;NO;devstors;-;
devstors;Devastators (ver. Z);1988;Konami;NO;-;YES;-;-;
devilfshg;Devil Fish (Galaxian hardware);1984;Artic;YES;devilfsh;NO;devilfsh;-;
devilfshgb;Devil Fish (Galaxian hardware, bootleg);1984;bootleg (Vision);YES;devilfsh;NO;devilfsh;-;
devilfsh;Devil Fish (Scramble hardware);1982;Artic;NO;-;YES;-;-;
devilw;Devil World;1987;Konami;NO;-;YES;-;-;
dharmag;Dharma Doujou (Germany);1994;Metro;YES;dharma;NO;dharma;-;
dharmaj;Dharma Doujou (Japan);1994;Metro;YES;dharma;NO;dharma;-;
dharmak;Dharma Doujou (Korea);1994;Metro;YES;dharma;NO;dharma;-;
dharma;Dharma Doujou;1994;Metro;NO;-;YES;-;-;
diamond;Diamond Run;1985;KH Video;NO;-;YES;-;-;
dicegame;Dice - The Dice Game!;199?;bootleg (Tuning);NO;-;YES;-;-;
dtfamily;Diet Family;2001;SemiCom;NO;-;YES;-;-;
dietgoea;Diet Go Go (Euro v1.1 1992.08.04);1992;Data East Corporation;YES;dietgo;NO;dietgo;-;
dietgoe;Diet Go Go (Euro v1.1 1992.09.26 V2);1992;Data East Corporation;YES;dietgo;NO;dietgo;-;
dietgo;Diet Go Go (Euro v1.1 1992.09.26 V3);1992;Data East Corporation;NO;-;YES;-;-;
dietgoj;Diet Go Go (Japan v1.1 1992.09.26);1992;Data East Corporation;YES;dietgo;NO;dietgo;-;
dietgou;Diet Go Go (USA v1.1 1992.09.26);1992;Data East Corporation;YES;dietgo;NO;dietgo;-;
digdugat;Dig Dug (Atari, rev 2);1982;Namco (Atari license);YES;digdug;NO;digdug;-;
digdug;Dig Dug (rev 2);1982;Namco;NO;-;YES;-;-;
digdug2;Dig Dug II (New Ver.);1985;Namco;NO;-;YES;-;-;
digdug2o;Dig Dug II (Old Ver.);1985;Namco;YES;digdug2;NO;digdug2;-;
diggerma;Digger Man;2000;Kyle Hodgetts;NO;neogeo;YES;-;-;
dimahoo;Dimahoo (000121 Euro);2000;8ing / Raizing / Capcom;NO;-;YES;-;-;
dimahoud;Dimahoo (000121 USA Phoenix Edition);2000;bootleg;YES;dimahoo;NO;dimahoo;-;
dimahoou;Dimahoo (000121 USA);2000;8ing / Raizing / Capcom;YES;dimahoo;NO;dimahoo;-;
dingo;Dingo;1983;Ashby Computers and Graphics LTD. (Jaleco license);NO;-;YES;-;-;
dinorexj;Dino Rex (Japan);1992;Taito Corporation;YES;dinorex;NO;dinorex;-;
dinorexu;Dino Rex (US);1992;Taito America Corporation;YES;dinorex;NO;dinorex;-;
dinorex;Dino Rex (World);1992;Taito Corporation Japan;NO;-;YES;-;-;
dinohunt;Dinosaur Hunter (Chinese bootleg, 930223 Asia TW);1993;bootleg;YES;dino;NO;dino;-;
dirtfoxj;Dirt Fox (Japan);1989;Namco;NO;-;YES;-;-;
discoboyp;Disco Boy (Promat license?);1993;Soft Art Co.;YES;discoboy;NO;discoboy;-;
discoboy;Disco Boy;1993;Soft Art Co.;NO;-;YES;-;-;
cdiscon1;Disco No.1 (DECO Cassette) (US);1982;Data East Corporation;NO;decocass;YES;-;-;
discof;Disco No.1 (Rev.F);1982;Data East;YES;disco;NO;disco;-;
disco;Disco No.1;1982;Data East;NO;-;YES;-;-;
dotrone;Discs of Tron (Environmental);1983;Bally Midway;YES;dotron;NO;dotron;-;
dotron;Discs of Tron (Upright, 10/4/83);1983;Bally Midway;NO;midssio;YES;-;-;
dotrona;Discs of Tron (Upright, 9/22/83);1983;Bally Midway;YES;dotron;NO;dotron;-;
diverboy;Diver Boy;1992;Electronic Devices Italy;NO;-;YES;-;-;
djboyj;DJ Boy (Japan, set 1);1989;Kaneko (Sega license);YES;djboy;NO;djboy;-;
djboyja;DJ Boy (Japan, set 2);1989;Kaneko (Sega license);YES;djboy;NO;djboy;-;
djboyu;DJ Boy (US, set 1);1990;Kaneko (American Sammy license);YES;djboy;NO;djboy;-;
djboyua;DJ Boy (US, set 2);1990;Kaneko (American Sammy license);YES;djboy;NO;djboy;-;
djboy;DJ Boy (World);1989;Kaneko;NO;-;YES;-;-;
dorunrunc;Do! Run Run (Do's Castle hardware, set 1);1984;Universal;YES;dorunrun;NO;dorunrun;-;
dorunrunca;Do! Run Run (Do's Castle hardware, set 2);1984;Universal;YES;dorunrun;NO;dorunrun;-;
dorunrun;Do! Run Run (set 1);1984;Universal;NO;-;YES;-;-;
dorunrun2;Do! Run Run (set 2);1984;Universal;YES;dorunrun;NO;dorunrun;-;
dockman;Dock Man;1982;Taito Corporation;NO;-;YES;-;-;
dodgeman;Dodge Man;1983;Omori Electric Co., Ltd.;NO;-;YES;-;-;
ddonpacha;DoDonPachi (Arrange Mode version 1.1, hack by Trap15);2012;hack / Trap15;YES;ddonpach;NO;ddonpach;-;
ddonpach;DoDonPachi (International, master ver. 97/02/05);1997;Atlus / Cave;NO;-;YES;-;-;
ddonpachj;DoDonPachi (Japan, master ver. 97/02/05);1997;Atlus / Cave;YES;ddonpach;NO;ddonpach;-;
dfkbl;DoDonPachi Dai-Fukkatsu Black Label (2010/1/18 BLACK LABEL);2010;Cave;NO;-;YES;-;-;
ddpdfk10;DoDonPachi Dai-Fukkatsu Ver 1.0 (2008/05/16 MASTER VER);2008;Cave (AMI license);YES;ddpdfk;NO;ddpdfk;-;
ddpdfk;DoDonPachi Dai-Fukkatsu Ver 1.5 (2008/06/23 MASTER VER 1.5);2008;Cave (AMI license);NO;-;YES;-;-;
ddpdojb;DoDonPachi Dai-Ou-Jou (Japan, 2002.04.05 Master Ver);2002;Cave (AMI license);YES;ddp3;NO;ddp3;-;
ddpdojp;DoDonPachi Dai-Ou-Jou (Japan, 2002.04.05 Master Ver, location test);2002;Cave (AMI license);YES;ddp3;NO;ddp3;-;
ddpdoja;DoDonPachi Dai-Ou-Jou (V100, Japan, 2002.04.05.Master Ver);2002;Cave (AMI license);YES;ddp3;NO;ddp3;-;
ddpdoj;DoDonPachi Dai-Ou-Jou (V101, Japan, 2002.04.05.Master Ver);2002;Cave (AMI license);YES;ddp3;NO;ddp3;-;
ddpdojblkbl;DoDonPachi Dai-Ou-Jou Black Label (2002.10.07 Black Ver., bootleg Knights of Valour Super Heroes conversion);2002;bootleg;YES;ddp3;NO;ddp3;-;
ddpdojblkb;DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07 Black Ver);2002;Cave (AMI license);YES;ddp3;NO;ddp3;-;
ddpdojblk;DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07.Black Ver, newer);2002;Cave (AMI license);YES;ddp3;NO;ddp3;-;
ddpdojblka;DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07.Black Ver, older);2002;Cave (AMI license);YES;ddp3;NO;ddp3;-;
ddp3;DoDonPachi III (World, 2002.05.15 Master Ver);2002;Cave (AMI license);NO;-;YES;-;-;
sdojak;DoDonPachi SaiDaiOuJou & Knuckles (CaveDwellers Hack);2012;Cave;YES;ddpsdoj;NO;ddpsdoj;-;
ddpsdoj;DoDonPachi SaiDaiOuJou (2012/ 4/20);2012;Cave;NO;-;YES;-;-;
dogfight;Dog Fight (Thunderbolt);1983;Orca / Thunderbolt;NO;-;YES;-;-;
dogosokb;Dogou Souken (Joystick hack bootleg);1986;bootleg;YES;victroad;NO;victroad;-;
dogosoke;Dogou Souken;1986;SNK;YES;victroad;NO;victroad;-;
dogyuuna;Dogyuun (Licensed to Unite Trading For Korea);1992;Toaplan;YES;dogyuun;NO;dogyuun;-;
dogyuunb;Dogyuun (oldest set);1992;Toaplan;YES;dogyuun;NO;dogyuun;-;
dogyuunt;Dogyuun (test location version);1992;Toaplan;YES;dogyuun;NO;dogyuun;-;
dogyuun;Dogyuun;1992;Toaplan;NO;-;YES;-;-;
dokaben;Dokaben (Japan);1989;Capcom;NO;-;YES;-;-;
dokaben2;Dokaben 2 (Japan);1989;Capcom;NO;-;YES;-;-;
dolmen;Dolmen;1995;Afega;NO;-;YES;-;-;
domino;Domino Man;1982;Bally Midway;NO;midssio;YES;-;-;
dommy;Dommy;198?;Technos;NO;-;YES;-;-;
dondokodj;Don Doko Don (Japan);1989;Taito Corporation;YES;dondokod;NO;dondokod;-;
dondokodu;Don Doko Don (US);1989;Taito Corporation;YES;dondokod;NO;dondokod;-;
dondokod;Don Doko Don (World);1989;Taito Corporation Japan;NO;-;YES;-;-;
dkingjr;Donkey King Jr. (bootleg of Donkey Kong Jr.);1982;bootleg;YES;dkongjr;NO;dkongjr;dkongjr;
kong2600;Donkey Kong (2600 graphics, hack);1999;Vic Twenty George;YES;dkong;NO;dkong;dkong;
dkongj;Donkey Kong (Japan set 1);1981;Nintendo;YES;dkong;NO;dkong;dkong;
dkongjo;Donkey Kong (Japan set 2);1981;Nintendo;YES;dkong;NO;dkong;dkong;
dkongjo1;Donkey Kong (Japan set 3);1981;Nintendo;YES;dkong;NO;dkong;dkong;
dkongpac;Donkey Kong (Pacman Graphics);2001;Hack (Tim Appleton);YES;dkong;NO;dkong;dkong;
dkongp;Donkey Kong (Patched);2007;Hack (Don Hodges);YES;dkong;NO;dkong;dkong;
dkonghrd;Donkey Kong (US set 1) with Hard kit;1981;Nintendo;YES;dkong;NO;dkong;dkong;
dkong;Donkey Kong (US set 1);1981;Nintendo of America;NO;-;YES;-;-;
dkongo;Donkey Kong (US set 2);1981;Nintendo;YES;dkong;NO;dkong;dkong;
dkrainbow;Donkey Kong - Arcade Rainbow (hack);2015;hack (john Kowalski);YES;dkong;NO;dkong;dkong;
dkongpe;Donkey Kong - Pauline Edition (hack, rev 5);2013;hack (Clay Cowgill);YES;dkong;NO;dkong;dkong;
dkong3b;Donkey Kong 3 (bootleg on Donkey Kong Jr. hardware);1984;bootleg;YES;dkong3;NO;dkong3;-;
dkong3j;Donkey Kong 3 (Japan);1983;Nintendo;YES;dkong3;NO;dkong3;-;
dkong3;Donkey Kong 3 (US);1983;Nintendo of America;NO;-;YES;-;-;
dkong40y;Donkey Kong Anniversary Edition;2021;Paul Goes;YES;dkong;NO;dkong;dkong;
dkongbp;Donkey Kong Barrelpalooza v1.06;2021;Paul Goes;YES;dkong;NO;dkong;dkong;
dkongbp1;Donkey Kong Barrelpalooza v1.07;2021;Paul Goes;YES;dkong;NO;dkong;dkong;
dkongchm1;Donkey Kong Championship Edition v1.01;2020;Paul Goes;YES;dkong;NO;dkong;dkong;
dkchrmx;Donkey Kong Christmas Remix (Hack);2017;Sock Master;YES;dkong;NO;dkong;dkong;
dkcbarrel;Donkey Kong Crazy Barrels Edition;2019;Paul Goes;YES;dkong;NO;dkong;dkong;
dkduel;Donkey Kong Duel;2021;Paul Goes;YES;dkong;NO;dkong;dkong;
dkongf;Donkey Kong Foundry (hack);2004;hack (Jeff Kulczycki);YES;dkong;NO;dkong;dkong;
dkfreerun;Donkey Kong Freerun Edition;2019;Paul Goes;YES;dkong;NO;dkong;dkong;
dkongx11;Donkey Kong II - Jumpman Returns (hack, V1.1);2006;hack (Braze Technologies);YES;dkong;NO;dkong;dkong;
dkongx;Donkey Kong II - Jumpman Returns (hack, V1.2);2006;hack (Braze Technologies);YES;dkong;NO;dkong;dkong;
dkongitd;Donkey Kong In the Dark v1.02;2020;Paul Goes;YES;dkong;NO;dkong;dkong;
dkongjrb;Donkey Kong Jr. (bootleg);1982;bootleg;YES;dkongjr;NO;dkongjr;dkongjr;
dkongjrj;Donkey Kong Jr. (Japan);1982;Nintendo;YES;dkongjr;NO;dkongjr;dkongjr;
dkongjrm;Donkey Kong Jr. (Moon Cresta hardware);1982;bootleg;YES;dkongjr;NO;dkongjr;-;
dkongjnrj;Donkey Kong Junior (Japan?);1982;Nintendo;YES;dkongjr;NO;dkongjr;dkongjr;
dkongjr;Donkey Kong Junior (US set F-2);1982;Nintendo of America;NO;-;YES;-;-;
dkongjr2;Donkey Kong Junior (US, bootleg?);1982;Nintendo;YES;dkongjr;NO;dkongjr;dkongjr;
dkongchm;Donkey Kong League Championship v1.00;2020;Paul Goes;YES;dkong;NO;dkong;dkong;
dkongotr;Donkey Kong On the Run v1.02;2020;Paul Goes;YES;dkong;NO;dkong;dkong;
