name;description;year;manufacturer;is_parent;bios;sample
srmp4;Super Real Mahjong PIV (Japan);1993;Seta;NO;-;-
srmp7;Super Real Mahjong P7 (Japan);1997;Seta;NO;-;-
srumbler;The Speed Rumbler (set 1);1986;Capcom;NO;-;-
ssf2;Super Street Fighter II - the new challengers (super street fighter 2 931005 etc);1993;Capcom;NO;-;-
ssf2t;Super Street Fighter II Turbo (super street fighter 2 X 940223 etc);1994;Capcom;NO;-;-
sshangha;Super Shanghai Dragon's Eye (World);1992;Hot-B Co., Ltd.;NO;-;-
ssi;Super Space Invaders '91 (World, revised code, Rev 1);1990;Taito Corporation Japan;NO;-;-
ssideki;Super Sidekicks / Tokuten Ou;1992;SNK;NO;neogeo;-
ssideki2;Super Sidekicks 2 - The World Championship / Tokuten Ou 2 - real fight football (NGM-061)(NGH-061);1994;SNK;NO;neogeo;-
ssideki3;Super Sidekicks 3 - The Next Glory / Tokuten Ou 3 - eikou e no michi;1995;SNK;NO;neogeo;-
ssideki4;The Ultimate 11 - The SNK Football Championship / Tokuten Ou - Honoo no Libero;1996;SNK;NO;neogeo;-
ssmissin;S.S. Mission;1992;Comad;NO;-;-
ssoldier;Superior Soldiers (US);1993;Irem America;NO;-;-
ssozumo;Syusse Oozumou (Japan);1984;Technos Japan;NO;-;-
sspirits;Scramble Spirits (World, Floppy Based);1988;Sega;NO;-;-
ssriders;Sunset Riders (4 Players ver. EAC);1991;Konami;NO;-;-
ssrj;Super Speed Race Junior (Japan);1985;Taito Corporation;NO;-;-
sstingry;Super Stingray (Japan);1986;Alpha Denshi Co.;NO;-;-
sstrangr;Space Stranger;1978;Yachiyo Electronics, Ltd.;NO;-;invaders
sstriker;Sorcer Striker;1993;Raizing;NO;-;-
stadhero;Stadium Hero (Japan);1988;Data East Corporation;NO;-;-
stadhr96;Stadium Hero '96 (World, EAJ);1996;Data East Corporation;NO;-;-
stagger1;Stagger I (Japan);1998;Afega;NO;-;-
stakwin;Stakes Winner / Stakes Winner - GI kinzen seiha e no michi;1995;Saurus;NO;neogeo;-
stakwin2;Stakes Winner 2;1996;Saurus;NO;neogeo;-
starfigh;Star Fighter (v1);1990;SunA;NO;-;-
starforc;Star Force;1984;Tehkan;NO;-;-
stargate;Stargate;1981;Williams / Vid Kidz;NO;-;-
stargrds;Star Guards;1987;Bally Midway;NO;-;-
starjack;Star Jacker (Sega);1983;Sega;NO;-;-
startrek;Star Trek;1982;Sega;NO;-;-
starwars;Star Wars (rev 1);1983;Atari;NO;-;-
stdragon;Saint Dragon (set 1);1989;Jaleco;NO;-;-
stealsee;Steal See;2000;Moov Generation / Eolith;NO;-;-
stg;Strike Gunner S.T.G;1991;Athena / Tecmo;NO;-;-
stinger;Stinger;1983;Seibu Denshi;NO;-;-
stkclmns;Stack Columns (World);1994;Sega;NO;-;-
stlforce;Steel Force;1994;Electronic Devices Italy / Ecogames S.L. Spain;NO;-;-
stmblade;Storm Blade (US);1996;Visco;NO;-;-
stonebal;Stone Ball (4 Players, v1-20 13/12/1994);1994;Art & Magic;NO;-;-
strahl;Koutetsu Yousai Strahl (World);1992;UPL;NO;nmk004;-
stratgyx;Strategy X;1981;Konami;NO;-;-
stratof;Raiga - Strato Fighter (US);1991;Tecmo;NO;-;-
streakng;Streaking (set 1);1981;Shoei;NO;-;-
streetsm;Street Smart (US version 2);1989;SNK;NO;-;-
strhoop;Street Hoop / Street Slam / Dunk Dream (DEM-004) (DEH-004);1994;Data East Corporation;NO;neogeo;-
strider;Strider (US set 1);1989;Capcom;NO;-;-
strkfgtr;Strike Fighter (World);1991;Sega;NO;-;-
strkforc;Strike Force (rev 1 02/25/91);1991;Midway;NO;-;-
strnskil;Strength & Skill;1984;Sun Electronics;NO;-;-
strvmstr;Super Trivia Master;1986;Enerdyne Technologies Inc.;NO;-;-
stuntair;Stunt Air;1983;Nuova Videotron;NO;-;-
sub;Submarine (Sigma);1985;Sigma Enterprises Inc.;NO;-;-
subroc3d;Subroc-3D;1982;Sega;NO;-;-
sucasino;Super Casino;1984;Data Amusement;NO;-;-
suchie2;Idol Janshi Suchie-Pai II (ver 1.1);1994;Jaleco;NO;-;-
sunaq;SunA Quiz 6000 Academy (940620-6);1994;SunA;NO;-;-
supbtime;Super Burger Time (World, set 1);1990;Data East Corporation;NO;-;-
supduck;Super Duck;1992;Comad;NO;-;-
superbon;Agent Super Bond (scobra hardware);1985;Signaton USA;NO;-;-
superchs;Super Chase - Criminal Termination (World);1992;Taito Corporation Japan;NO;-;-
superman;Superman (World);1988;Taito Corporation;NO;cchip;-
superpac;Super Pac-Man;1982;Namco;NO;-;-
superspy;The Super Spy (NGM-011)(NGH-011);1990;SNK;NO;neogeo;-
superten;Super Ten V8.3;1988;U.S. Games;NO;-;-
superx;Super-X (NTC);1994;Dooyong (NTC license);NO;-;-
suplup;Super Lup Lup Puzzle / Zhuan Zhuan Puzzle (version 4.0 / 990518);1999;Omega System;NO;-;-
supmodel;Super Model;1994;Comad / New Japan System;NO;-;-
suprglob;Super Glob;1983;Epos Corporation;NO;-;-
suprleag;Super League (FD1094 317-0045);1987;Sega;NO;-;-
suprloco;Super Locomotive (Rev.A);1982;Sega;NO;-;-
suprmous;Super Mouse;1982;Taito Corporation;NO;-;-
suprridr;Super Rider;1983;Taito Corporation (Venture Line license);NO;-;-
suprtrio;Super Trio;1994;Gameace;NO;-;-
suratk;Surprise Attack (World ver. K);1990;Konami;NO;-;-
survarts;Survival Arts (World);1993;Sammy;NO;-;-
suzuk8h2;Suzuka 8 Hours 2 (World, Rev B);1993;Namco;NO;-;-
suzuka8h;Suzuka 8 Hours (World, Rev C);1992;Namco;NO;-;-
svc;SNK vs. Capcom - SVC Chaos (NGM-2690)(NGH-2690);2003;SNK Playmore;NO;neogeo;-
svcpcb;SNK vs. Capcom - SVC Chaos (JAMMA PCB, set 1);2003;SNK Playmore;NO;-;-
svf;Super Visual Football: European Sega Cup (Rev A);1994;Sega;NO;-;-
svg;S.V.G. - Spectral vs Generation (V200, China);2005;IGS;NO;pgm;-
svolley;Super Volleyball (Japan);1989;V-System Co.;NO;-;-
swat;SWAT (315-5048);1984;Coreland / Sega;NO;-;-
swatpolc;SWAT Police;2001;ESD;NO;-;-
swcourt;Super World Court (World);1992;Namco;NO;namcoc69;-
swimmer;Swimmer (set 1);1982;Tehkan;NO;-;-
sws;Super World Stadium (Japan);1992;Namco;NO;-;-
sws92;Super World Stadium '92 (Japan);1992;Namco;NO;-;-
sws93;Super World Stadium '93 (Japan);1993;Namco;NO;-;-
sws95;Super World Stadium '95 (Japan);1995;Namco;NO;namcoc75;-
sws96;Super World Stadium '96 (Japan);1996;Namco;NO;namcoc75;-
sws97;Super World Stadium '97 (Japan);1997;Namco;NO;namcoc75;-
sxyreac2;Pachinko Sexy Reaction 2 (Japan);1999;Sammy;NO;-;-
sxyreact;Pachinko Sexy Reaction (Japan);1998;Sammy;NO;-;-
syvalion;Syvalion (Japan);1988;Taito Corporation;NO;-;-
szaxxon;Super Zaxxon;1982;Sega;NO;-;zaxxon
tacscan;Tac/Scan;1982;Sega;NO;-;-
tactcian;Tactician (set 1);1982;Konami (Sega license);NO;-;-
tail2nos;Tail to Nose - Great Championship / Super Formula;1989;V-System Co.;NO;ym2608;-
tangtang;Tang Tang (ver. 0526, 26/05/2000);2000;ESD;NO;-;-
tankbust;Tank Busters;1985;Valadon Automation;NO;-;-
tankfrce;Tank Force (US, 2 Players);1991;Namco;NO;-;-
tantr;Puzzle & Action: Tant-R (Japan);1992;Sega;NO;-;-
taotaido;Tao Taido (set 1);1993;Video System Co.;NO;-;-
tapper;Tapper (Budweiser, 1/27/84);1983;Bally Midway;NO;midssio;-
targeth;Target Hits (ver 1.1, Checksum 5152);1994;Gaelco;NO;-;-
tattass;Tattoo Assassins (US prototype);1994;Data East Pinball;NO;-;-
taxidriv;Taxi Driver;1984;Graphic Techno;NO;-;-
tazmania;Tazz-Mania (set 1);1982;Stern;NO;-;-
tbowl;Tecmo Bowl (World, set 1);1987;Tecmo;NO;-;-
tceptor;Thunder Ceptor;1986;Namco;NO;-;-
tcobra2;Twin Cobra II (Ver 2.1O 1995/11/30);1995;Taito Corporation Japan;NO;-;-
tdfever;TouchDown Fever (US);1987;SNK;NO;-;-
tdpgal;Triple Draw Poker;1983;Design Labs / Thomas Automatics;NO;-;-
tdragon;Thunder Dragon (8th Jan. 1992, unprotected);1991;NMK (Tecmo license);NO;nmk004;-
tdragon2;Thunder Dragon 2 (9th Nov. 1993);1993;NMK;NO;-;-
teddybb;TeddyBoy Blues (315-5115, New Ver.);1985;Sega;NO;-;-
tekipaki;Teki Paki;1991;Toaplan;NO;-;-
teljan;Tel Jan;1999;Electro Design;NO;skns;-
tempest;Tempest (rev 3, Revised Hardware);1980;Atari;NO;-;-
tengai;Tengai (World);1996;Psikyo;NO;-;-
term2;Terminator 2 - Judgment Day (rev LA4 08/03/92);1991;Midway;NO;-;-
terracre;Terra Cresta (YM3526 set 1);1985;Nichibutsu;NO;-;-
terraf;Terra Force;1987;Nichibutsu;NO;-;-
tetris;Tetris (set 4, Japan, System 16A, FD1094 317-0093);1988;Sega;NO;-;-
tetrisp;Tetris Plus (ver 1.0);1995;Jaleco / BPS;NO;-;-
tetrisp2;Tetris Plus 2 (World, V2.8);1997;Jaleco / The Tetris Company;NO;-;-
tetrisse;Tetris (Japan, System E);1988;Sega;NO;-;-
tetrsark;Tetris (D.R. Korea);198?;D.R. Korea;NO;-;-
tfrceac;Thunder Force AC;1990;Technosoft / Sega;NO;-;-
tgm2;Tetris the Absolute The Grand Master 2;2000;Arika;NO;-;-
tharrier;Task Force Harrier;1989;UPL;NO;-;-
thedeep;The Deep (Japan);1987;Woodplace Inc.;NO;-;-
theend;The End;1980;Konami;NO;-;-
theglad;The Gladiator - Road Of The Sword / Shen Jian (V101, China);2003;IGS;NO;pgm;-
thehand;The Hand;1981;T.I.C.;NO;-;-
thepit;The Pit;1982;Zilec Electronics;NO;-;-
theroes;Thunder Heroes;2001;Primetec Investments;NO;-;-
thief;Thief;1981;Pacific Novelty;NO;-;-
thndrbld;Thunder Blade (upright, FD1094 317-0056);1987;Sega;NO;-;-
thndrx2;Thunder Cross II (World);1991;Konami;NO;-;-
thndzone;Thunder Zone (World, Rev 1);1991;Data East Corporation;NO;-;-
thoop;Thunder Hoop (ver. 1, checksum 02a09f7d);1992;Gaelco;NO;-;-
thoop2;TH Strikes Back (Non North America, Version 1.0, Checksum 020E0867);1994;Gaelco;NO;-;-
thunderj;ThunderJaws (rev 3);1990;Atari Games;NO;-;-
thunderl;Thunder & Lightning (set 1);1990;Seta;NO;-;-
thunderx;Thunder Cross (set 1);1988;Konami;NO;-;-
thundfox;Thunder Fox (World);1990;Taito Corporation Japan;NO;-;-
tigerh;Tiger Heli (US);1985;Toaplan / Taito America Corp.;NO;-;-
tigeroad;Tiger Road (US);1987;Capcom;NO;-;-
timber;Timber;1984;Bally Midway;NO;midssio;-
timekill;Time Killers (v1.32);1992;Strata/Incredible Technologies;NO;-;-
timelimt;Time Limit;1983;Chuo Co. Ltd;NO;-;-
timeplt;Time Pilot;1982;Konami;NO;-;-
timescan;Time Scanner (set 2, System 16B);1987;Sega;NO;-;-
timesold;Time Soldiers (US Rev 3);1987;Alpha Denshi Co. (SNK/Romstar license);NO;-;-
timesup;Time's UP!;2012;NGF Dev. Inc.;NO;neogeo;-
timetunl;Time Tunnel;1982;Taito Corporation;NO;-;-
tinklpit;Tinkle Pit (Japan);1993;Namco;NO;namcoc69;-
tinstar;The Tin Star (A10, 4 PCB version);1983;Taito Corporation;NO;-;-
titlef;Title Fight (World);1992;Sega;NO;-;-
tkdensho;Toukidenshou - Angel Eyes (VER. 960614);1996;Tecmo;NO;-;-
tmnt;Teenage Mutant Ninja Turtles (World 4 Players, version X);1989;Konami;NO;-;-
tmnt2;Teenage Mutant Ninja Turtles - Turtles in Time (4 Players ver. UAA);1991;Konami;NO;-;-
tndrcade;Thundercade / Twin Formation;1987;Seta (Taito license);NO;-;-
tnextspc;The Next Space (set 1);1989;SNK;NO;-;-
tnk3;T.N.K III (US);1985;SNK;NO;-;-
tnzs;The NewZealand Story (World, newer);1988;Taito Corporation Japan;NO;-;-
todruaga;The Tower of Druaga (New Ver.);1984;Namco;NO;-;-
toki;Toki (World, set 1);1989;TAD Corporation;NO;-;-
tokio;Tokio / Scramble Formation (newer);1986;Taito Corporation;NO;-;-
tokisens;Toki no Senshi - Chrono Soldier (MC-8123, 317-0040);1987;Sega;NO;-;-
tomagic;Tom Tom Magic;1997;Hobbitron T.K.Trading Co. Ltd.;NO;-;-
toobin;Toobin' (rev 3);1988;Atari Games;NO;-;-
tophuntr;Top Hunter - Roddy & Cathy (NGM-046);1994;SNK;NO;neogeo;-
toppyrap;Toppy & Rappy;1996;SemiCom;NO;-;-
topsecex;Top Secret (Exidy) (version 1.0);1986;Exidy;NO;-;-
topshoot;Top Shooter;1993;Sun Mixing;NO;-;-
topspeed;Top Speed (World);1987;Taito Corporation Japan;NO;-;-
toride2g;Toride II Adauchi Gaiden;1994;Metro;NO;-;-
toryumon;Toryumon;1994;Sega / Westone;NO;-;-
totc;Treasure of the Caribbean;2011;FACE Corporation / N.C.I - Le Cortex;NO;neogeo;-
totcarn;Total Carnage (rev LA1 03/10/92);1992;Midway;NO;-;-
toto;Come Back Toto;1996;SoftClub;NO;-;-
touchgo;Touch and Go (World);1995;Gaelco;NO;-;-
toutrun;Turbo Out Run (Out Run upgrade, FD1094 317-0118);1989;Sega;NO;-;-
toyland;Toy Land Adventure;2001;SemiCom;NO;-;-
toypop;Toypop;1986;Namco;NO;-;-
tp84;Time Pilot '84 (set 1);1984;Konami;NO;-;-
tpgolf;Top Player's Golf (NGM-003)(NGH-003);1990;SNK;NO;neogeo;-
trackfld;Track & Field;1983;Konami;NO;-;-
trally;Thrash Rally (ALM-003)(ALH-003);1991;Alpha Denshi Co.;NO;neogeo;-
transfrm;Transformer;1986;Sega;NO;-;-
travrusa;Traverse USA / Zippy Race;1983;Irem;NO;-;-
trckydoc;Tricky Doc (set 1);1987;Tecfri;NO;-;-
tricktrp;Trick Trap (World?);1987;Konami;NO;-;-
triothep;Trio The Punch - Never Forget Me... (World);1989;Data East Corporation;NO;-;-
triplep;Triple Punch (set 1);1982;KKI;NO;-;-
tripool;Tri-Pool (Casino Tech);1981;Noma (Casino Tech license);NO;-;-
trisport;Tri-Sports;1989;Bally Midway;NO;-;-
troangel;Tropical Angel;1983;Irem;NO;-;-
trog;Trog (rev LA5 3/29/91);1990;Midway;NO;-;-
trojan;Trojan (US set 1);1986;Capcom;NO;-;-
tron;Tron (8/9);1982;Bally Midway;NO;midssio;-
trophyh;Trophy Hunting - Bear & Moose V1.00;2002;Sammy USA Corporation;NO;-;-
trstar;Top Ranking Stars (Ver 2.1O 1993/05/21) (New Version);1993;Taito Corporation Japan;NO;-;-
truxton;Truxton / Tatsujin;1988;Toaplan / Taito Corporation;NO;-;-
truxton2;Truxton II;1992;Toaplan;NO;-;-
trvmstr;Trivia Master (set 1);1985;Enerdyne Technologies Inc.;NO;-;-
tsamurai;Samurai Nihon-Ichi (set 1);1985;Kaneko / Taito;NO;-;-
tshingen;Shingen Samurai-Fighter (Japan, English);1988;Jaleco;NO;-;-
tturf;Tough Turf (set 2, Japan, 8751 317-0104);1989;Sega / Sunsoft;NO;-;-
tubep;Tube Panic;1984;Nichibutsu / Fujitek;NO;-;-
tumblep;Tumble Pop (World);1991;Data East Corporation;NO;-;-
turbo;Turbo (program 1513-1515);1981;Sega;NO;-;-
turbofrc;Turbo Force (World, set 1);1991;Video System Co.;NO;-;-
turfmast;Neo Turf Masters / Big Tournament Golf;1996;Nazca;NO;neogeo;-
turkhunt;Turkey Hunting USA V1.00;2001;Sammy USA Corporation;NO;-;-
turtles;Turtles;1981;Konami (Stern license);NO;-;-
turtship;Turtle Ship (North America);1988;Philko (Sharp Image license);NO;-;-
tutankhm;Tutankham;1982;Konami;NO;-;-
twcup90;World Cup '90 (World, set 1);1989;Tecmo;NO;ym2608;-
twinactn;Twin Action;1995;Afega;NO;-;-
twinadv;Twin Adventure (World);1995;Barko Corp;NO;-;-
twinbee;TwinBee (ROM version);1985;Konami;NO;-;-
twinbrat;Twin Brats (set 1);1995;Elettronica Video-Games S.R.L.;NO;-;-
twincobr;Twin Cobra (World);1987;Toaplan / Taito Corporation;NO;-;-
twineag2;Twin Eagle II - The Rescue Mission;1994;Seta;NO;-;-
twineagl;Twin Eagle - Revenge Joe's Brother;1988;Seta (Taito license);NO;-;-
twinfalc;Twin Falcons;1989;Philko (Poara Enterprises license);NO;-;-
twinhawk;Twin Hawk (World);1989;Taito Corporation Japan;NO;-;-
twinkle;Twinkle (set 1);1997;SemiCom;NO;-;-
twinqix;Twin Qix (Ver 1.0A 1995/01/17) (Prototype);1995;Taito America Corporation;NO;-;-
twinspri;Twinkle Star Sprites;1996;ADK;NO;neogeo;-
twinsqua;Twin Squash;1991;Sega;NO;-;-
twotiger;Two Tigers (dedicated);1984;Bally Midway;NO;midssio;-
twsoc96;Tecmo World Soccer '96;1996;Tecmo;NO;neogeo;-
tylz;Tylz (prototype);1982;Mylstar;NO;-;-
uballoon;Ultra Balloon;1996;SunA;NO;-;-
uccops;Undercover Cops (World);1992;Irem;NO;-;-
ufosensi;Ufo Senshi Yohko Chan (MC-8123, 317-0064);1988;Sega;NO;-;-
ultennis;Ultimate Tennis;1993;Art & Magic;NO;-;-
ultracin;Waku Waku Ultraman Racing;1996;Sega;NO;-;-
ultraman;Ultraman (Japan);1991;Banpresto / Bandai;NO;-;-
ultrax;Ultra X Weapons / Ultra Keibitai;1995;Banpresto / Tsuburaya Productions;NO;-;-
umanclub;Ultraman Club - Tatakae! Ultraman Kyoudai!!;1992;Banpresto / Tsuburaya Productions;NO;-;-
umk3;Ultimate Mortal Kombat 3 (rev 1.2);1994;Midway;NO;-;-
unclepoo;Uncle Poo;1983;Diatec;NO;-;-
undrfire;Under Fire (World);1993;Taito Corporation Japan;NO;-;-
uniwars;UniWar S;1980;Irem;NO;-;-
unsquad;U.N. Squadron (US);1989;Daipro / Capcom;NO;-;-
uopoko;Puzzle Uo Poko (International, ver. 98/02/06);1999;Cave / Jaleco;NO;-;-
upndown;Up'n Down (315-5030);1983;Sega;NO;-;-
usclssic;U.S. Classic;1989;Seta;NO;-;-
usg32;Super Duper Casino (California V3.2);1987;U.S. Games;NO;-;-
usgames;Games V25.4X;1992;U.S. Games;NO;-;-
utoukond;Ultra Toukon Densetsu (Japan);1993;Banpresto / Tsuburaya Productions;NO;-;-
valkyrie;Valkyrie no Densetsu (Japan);1989;Namco;NO;-;-
valtric;Valtric;1986;NMK (Jaleco license);NO;-;-
vamphalf;Vamf x1/2 (Europe, version 1.1.0908);1999;Danbi / F2 System;NO;-;-
vandyke;Vandyke (Japan);1990;UPL;NO;nmk004;-
vangrd2;Vanguard II;1984;SNK;NO;-;-
vanguard;Vanguard (SNK);1981;SNK;NO;-;-
vanvan;Van-Van Car;1983;Sanritsu;NO;-;-
vaportra;Vapor Trail - Hyper Offence Formation (World revision 1);1989;Data East Corporation;NO;-;-
varth;Varth - operation thunderstorm (920714 etc);1992;Capcom;NO;-;-
vasara;Vasara;2000;Visco;NO;-;-
vasara2;Vasara 2 (set 1);2001;Visco;NO;-;-
vastar;Vastar (set 1);1983;Sesame Japan;NO;-;-
vball;U.S. Championship V'ball (US);1988;Technos Japan;NO;-;-
vblokbrk;VS Block Breaker (Europe);1997;Kaneko / Mediaworks;NO;skns;-
vendetta;Vendetta (World, 4 Players ver. T);1991;Konami;NO;-;-
vhunt2;Vampire Hunter 2 - darkstalkers revenge (970929 Japan);1997;Capcom;NO;-;-
victoryc;Victory (Comsoft);1982;Comsoft;NO;-;-
victroad;Victory Road;1986;SNK;NO;-;-
vidvince;Video Vince and the Game Factory (prototype);1984;Mylstar;NO;-;-
viewpoin;Viewpoint;1992;Sammy / Aicom;NO;neogeo;-
vigilant;Vigilante (World, Rev E);1988;Irem;NO;-;-
vimana;Vimana (World, set 1);1991;Toaplan;NO;-;-
vindctr2;Vindicators Part II (rev 3);1988;Atari Games;NO;-;-
vindictr;Vindicators (rev 5);1988;Atari Games;NO;-;-
viofight;Violence Fight (World);1989;Taito Corporation Japan;NO;-;-
viostorm;Violent Storm (ver EAC);1993;Konami;NO;-;-
viprp1;Viper Phase 1 (New Version, World);1995;Seibu Kaihatsu;NO;-;-
vliner;V-Liner (v0.7a);2001;Dyna / BreezaSoft;NO;neogeo;-
vmetal;Varia Metal;1995;Excellent System;NO;-;-
volfied;Volfied (World, revision 1);1989;Taito Corporation Japan;NO;cchip;-
vsav;Vampire Savior - the lord of vampire (970519 Euro);1997;Capcom;NO;-;-
vsav2;Vampire Savior 2 - the lord of vampire (970913 Japan);1997;Capcom;NO;-;-
vsbattlecity;VS. Battle City;1985;Namco;NO;-;-
vscastlevania;VS. Castlevania;1987;Konami;NO;-;-
vsclucluland;VS. Clu Clu Land;1984;Nintendo;NO;-;-
vsdrmario;VS. Dr. Mario;1990;Nintendo;NO;-;-
vsduckhunt;VS. Duck Hunt;1984;Nintendo;NO;-;-
vsexcitebike;VS. Excitebike;1985;Nintendo;NO;-;-
vsfreedomforce;VS. Freedom Force;1988;Sunsoft;NO;-;-
vsgongf;VS Gong Fight;1984;Kaneko;NO;-;-
vsgoonies;VS. Goonies, The;1986;Konami;NO;-;-
vsgradius;VS. Gradius;1986;Konami;NO;-;-
vsgumshoe;VS. Gumshoe;1986;Nintendo;NO;-;-
vshogansalley;VS. Hogan's Alley;1985;Nintendo;NO;-;-
vshoot;J-League Soccer V-Shoot (Japan);1994;Namco;NO;namcoc75;-
vsiceclimber;VS. Ice Climber;1985;Nintendo;NO;-;-
vsmachrider;VS. Mach Rider;1985;Nintendo;NO;-;-
vsmightybomjack;VS. Mighty Bomb Jack;1986;Tecmo;NO;-;-
vsninjajkun;VS. Ninja Jajamaru-kun;1986;Jaleco;NO;-;-
vspinball;VS. Pinball;1984;Nintendo;NO;-;-
vsplatoon;VS. Platoon;1988;Sunsoft;NO;-;-
vsraidbbay;VS. Raid on Bungling Bay;1985;Broderbund;NO;-;-
vsrbibbal;VS. Atari RBI Baseball;1987;Nintendo;NO;-;-
vsslalom;VS. Slalom;1986;Nintendo;NO;-;-
vssmb;VS. Super Mario Bros;1986;Nintendo;NO;-;-
vssmgolf;VS. Stroke & Match Golf;1984;Nintendo;NO;-;-
vssmgolfla;VS. Stroke & Match Golf Ladies;1984;Nintendo;NO;-;-
vssoccer;VS. Soccer;1985;Nintendo;NO;-;-
vsstarluster;VS. Star Luster;1985;Namco;NO;-;-
vssuperskykid;VS. Super Sky Kid;1986;Namco;NO;-;-
vssuperxevious;VS. Super Xevious - Gump no Nazo;1986;Namco;NO;-;-
vstetris;VS. Tetris;1988;Atari Games;NO;-;-
vstkoboxing;VS. TKO Boxing;1987;Data East;NO;-;-
vstopgun;VS. Top Gun;1987;Konami;NO;-;-
vulcan;Vulcan Venture (New);1988;Konami;NO;-;-
vulgus;Vulgus (set 1);1984;Capcom;NO;-;-
wacko;Wacko;1982;Bally Midway;NO;midssio;-
wakuwak7;Waku Waku 7;1996;Sunsoft;NO;neogeo;-
wallc;Wall Crash (set 1);1984;Midcoin;NO;-;-
wanted;Wanted;1984;Sigma Enterprises Inc.;NO;-;-
wardner;Wardner (World);1987;Toaplan / Taito Corporation Japan;NO;-;-
warofbug;War of the Bugs or Monsterous Manouvers in a Mushroom Maze;1981;Armenia;NO;-;-
warpwarp;Warp & Warp;1981;Namco;NO;-;-
warriorb;Warrior Blade - Rastan Saga Episode III (Japan);1991;Taito Corporation;NO;-;-
waterski;Water Ski;1983;Taito Corporation;NO;-;-
watrball;Water Balls;1996;ABM;NO;-;-
wb3;Wonder Boy III - Monster Lair (set 6, World, System 16B, 8751 317-0098);1988;Sega / Westone;NO;-;-
wbeachvl;World Beach Volley (set 1, PIC16C57 audio CPU);1995;Playmark;NO;-;-
wbml;Wonder Boy - Monster Land (Japan New Ver., MC-8123, 317-0043);1987;Sega / Westone;NO;-;-
wboy;Wonder Boy (set 1, 315-5177);1986;Sega (Escape License);NO;-;-
wcbowl;World Class Bowling (v1.66);1995;Incredible Technologies;NO;-;-
wcbowldx;World Class Bowling Deluxe (v2.00);1999;Incredible Technologies;NO;-;-
wcvol95;World Cup Volley '95 (Asia v1.0);1995;Data East Corporation;NO;-;-
wecleman;WEC Le Mans 24 (v2.01);1986;Konami;NO;-;-
welltris;Welltris - Alexey Pajitnov's (World?, 2 players);1991;Video System Co.;NO;-;-
wh1;World Heroes (ALM-005);1992;Alpha Denshi Co.;NO;neogeo;-
wh2;World Heroes 2 (ALM-006)(ALH-006);1993;ADK;NO;neogeo;-
wh2j;World Heroes 2 Jet (ADM-007)(ADH-007);1994;ADK / SNK;NO;neogeo;-
wheelrun;Wheels Runner;19??;International Games;NO;-;-
whodunit;Who Dunit (version 9.0);1988;Exidy;NO;-;-
whp;World Heroes Perfect;1995;ADK / SNK;NO;neogeo;-
wiggie;Wiggie Waggie;1994;Promat;NO;-;-
wildfang;Wild Fang / Tecmo Knight;1989;Tecmo;NO;-;-
wildplt;Wild Pilot;1992;Jaleco;NO;-;-
willow;Willow (World);1989;Capcom;NO;-;-
wilytowr;Wily Tower;1984;Irem;NO;-;-
wingforc;Wing Force (Japan, prototype);1993;A.I (Atlus license);NO;-;-
wiping;Wiping;1982;Nichibutsu;NO;-;-
wits;Wit's (Japan);1989;Athena (Visco license);NO;-;-
wivernwg;Wivern Wings;2001;SemiCom;NO;-;-
wiz;Wiz;1985;Seibu Kaihatsu Inc.;NO;-;-
wizdfire;Wizard Fire (Over Sea v2.1);1992;Data East Corporation;NO;-;-
wizwarz;Wiz Warz (prototype);1984;Mylstar;NO;-;-
wizzquiz;Wizz Quiz (Konami version);1985;Zilec-Zenitone (Konami license);NO;-;-
wjammers;Windjammers / Flying Power Disc;1994;Data East Corporation;NO;neogeo;-
wldcourt;Pro Tennis World Court (Japan);1988;Namco;NO;-;-
wlstar;Wonder League Star - Sok-Magicball Fighting (Korea);1995;Mijin;NO;-;-
wmatch;Water Match (315-5064);1984;Sega;NO;-;-
wndrmomo;Wonder Momo;1987;Namco;NO;-;-
wndrplnt;Wonder Planet (Japan);1987;Data East Corporation;NO;-;-
wof;Warriors of Fate (921031 World);1992;Capcom;NO;-;-
wofch;Tenchi wo Kurau II - Sekiheki no Tatakai (CPS Changer, 921031 Japan);1992;Capcom;NO;-;-
wondl96;Wonder League '96 (Korea);1995;SemiCom;NO;-;-
wondstck;Wonder Stick (set 1);????;Yun Sung;NO;-;-
woodpeck;Woodpecker (set 1);1981;Amenip (Palcom Queen River);NO;-;-
worldadv;World Adventure;1999;Logic / F2 System;NO;-;-
worldwar;World Wars (World?);1987;SNK;NO;-;-
wownfant;WOW New Fantasia;2002;Comad;NO;-;-
wpksocv2;World PK Soccer V2 (ver 1.1);1996;Jaleco;NO;-;-
wrally;World Rally (Version 1.0, Checksum 0E56);1993;Gaelco;NO;-;-
wrally2;World Rally 2: Twin Racing (mask ROM version);1995;Gaelco;NO;-;-
wrestwar;Wrestle War (set 3, World, 8751 317-0103);1988;Sega;NO;-;-
wrofaero;War of Aero - Project MEIOU;1993;Yang Cheng;NO;-;-
ws;Pro Yakyuu World Stadium (Japan);1988;Namco;NO;-;-
wschamp;Wing Shooting Championship V2.00;2001;Sammy USA Corporation;NO;-;-
wwallyj;Wally wo Sagase! (rev B, Japan, 2 players, FD1094 317-0197B);1992;Sega;NO;-;-
wwestern;Wild Western (set 1);1982;Taito Corporation;NO;-;-
